Title,Links,Distributor,Opening,Budget,Release Date,MPAA,Running Time,Genres,In Release,Widest Release,Director,Domestic,International,Worldwide
Ordinary Angels,/release/rl226919169/?ref_=bo_yld_table_64,Lionsgate Entertainment Corporation,6.0,,2024,PG,118.0,['Drama'],273.0,3020.0,Jon Gunn,19.174,1.397,20.571
The Iron Claw,/release/rl1537442561/?ref_=bo_yld_table_65,A24,4.0,,2023,R,132.0,"['Biography', 'Drama', 'Sport']",336.0,2794.0,Sean Durkin,35.07,10.134,45.204
The Watchers,/release/rl2180940545/?ref_=bo_yld_table_66,Warner Bros.,7.0,,2024,PG-13,102.0,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",168.0,3351.0,Ishana Shyamalan,19.071,14.2,33.271
Tarot,/release/rl3080028929/?ref_=bo_yld_table_67,Screen Gems,6.0,,2024,PG-13,92.0,['Horror'],203.0,3104.0,Spenser Cohen,18.771,30.485,49.256
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,/release/rl709394433/?ref_=bo_yld_table_68,Sony Pictures Releasing/Crunchyroll,11.0,,2024,R,104.0,"['Action', 'Animation']",273.0,1949.0,Haruo Sotozaki,17.657,26.697,44.354
Harold and the Purple Crayon,/release/rl2031190785/?ref_=bo_yld_table_69,Columbia Pictures,6.0,,2024,PG,90.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",112.0,3325.0,Carlos Saldanha,17.64,14.152,31.793
The Color Purple,/release/rl577012481/?ref_=bo_yld_table_70,Warner Bros.,11.0,,2023,PG-13,141.0,"['Drama', 'Musical']",333.0,3218.0,Blitz Bazawule,60.619,8.2,68.819
The Substance,/release/rl2684977153/?ref_=bo_yld_table_71,MUBI,3.0,,2024,R,141.0,"['Drama', 'Horror']",63.0,1949.0,Coralie Fargeat,16.311,37.575,53.887
Immaculate,/release/rl2219802625/?ref_=bo_yld_table_72,Neon,5.0,,2024,R,89.0,['Horror'],245.0,2362.0,Michael Mohan,15.671,12.783,28.454
Borderlands,/release/rl3466691329/?ref_=bo_yld_table_73,Lionsgate,8.0,,2024,PG-13,101.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Thriller']",105.0,3125.0,Eli Roth,15.482,17.495,32.978
MaXXXine,/release/rl4208624385/?ref_=bo_yld_table_74,A24,6.0,,2024,R,103.0,"['Crime', 'Horror']",140.0,2450.0,Ti West,15.097,6.959,22.057
The Chosen: S4 Episodes 1-3,/release/rl2209514241/?ref_=bo_yld_table_75,Fathom Events,5.0,,2024,,80.0,,295.0,2280.0,,14.409,0.464749,14.873
Star Wars: Episode I - The Phantom Menace,/release/rl1901887489/?ref_=bo_yld_table_76,Walt Disney Studios Motion Pictures,8.0,115.0,2024,PG,136.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",203.0,2700.0,George Lucas,13.029,6.4,19.429
Kalki 2898 AD,/release/rl2876276737/?ref_=bo_yld_table_77,Prathyangira Cinemas,5.0,,2024,,180.0,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi', 'Thriller']",148.0,1049.0,Nag Ashwin,18.289,7.042,25.331
Am I Racist?,/release/rl3329982465/?ref_=bo_yld_table_78,SDG Releasing,4.0,,2024,PG-13,100.0,"['Comedy', 'Documentary']",70.0,1600.0,Justin Folk,12.311,,12.311
Here,/release/rl2858385409/?ref_=bo_yld_table_79,Sony Pictures Releasing,4.0,,,PG-13,104.0,['Drama'],21.0,2732.0,Robert Zemeckis,12.067,0.8355779999999999,12.903
Sound of Hope: The Story of Possum Trot,/release/rl812417025/?ref_=bo_yld_table_80,Angel Studios,3.0,,2024,PG-13,130.0,['Drama'],141.0,2200.0,Joshua Weigel,11.647,0.074326,11.721
Godzilla Minus One,/release/rl1285456641/?ref_=bo_yld_table_81,Toho International,11.0,,2023,PG-13,124.0,"['Action', 'Adventure', 'Drama', 'Horror', 'Sci-Fi']",357.0,2622.0,Takashi Yamazaki,57.144,56.531,113.676
Anora,/release/rl779911169/?ref_=bo_yld_table_82,Neon,0.55,,2024,R,139.0,"['Comedy', 'Drama', 'Romance']",35.0,1500.0,Sean Baker,11.347,9.808,21.155
The Boy and the Heron,/release/rl4222321409/?ref_=bo_yld_table_83,GKIDS,13.0,,,PG-13,124.0,"['Adventure', 'Animation', 'Drama', 'Fantasy']",350.0,2325.0,Hayao Miyazaki,46.832,126.184,173.017
The Chosen: S4 Episodes 4-6,/release/rl2259845889/?ref_=bo_yld_table_84,Fathom Events,3.0,,2024,,65.0,,281.0,2272.0,,9.482,,9.482
Never Let Go,/release/rl3160506369/?ref_=bo_yld_table_85,Lionsgate,4.0,,2024,R,101.0,"['Horror', 'Thriller']",63.0,2667.0,Alexandre Aja,10.306,6.112,16.418
Late Night with the Devil,/release/rl2353299457/?ref_=bo_yld_table_86,IFC Films,2.0,,2024,R,93.0,['Horror'],245.0,1442.0,Cameron Cairnes,10.001,5.452,15.453
Lisa Frankenstein,/release/rl1722974977/?ref_=bo_yld_table_87,Focus Features,3.0,,2024,PG-13,101.0,"['Comedy', 'Horror', 'Romance']",287.0,3144.0,Zelda Williams,9.774000000000001,0.153429,9.927
Piece by Piece,/release/rl508461057/?ref_=bo_yld_table_88,Focus Features,3.0,,2024,PG,93.0,"['Animation', 'Biography', 'Comedy', 'Family', 'Musical']",42.0,1873.0,Morgan Neville,9.756,0.5352370000000001,10.291
Saturday Night,/release/rl1736278017/?ref_=bo_yld_table_89,Sony Pictures Releasing,0.27,,,R,109.0,"['Biography', 'Comedy', 'Drama', 'History']",56.0,2336.0,Jason Reitman,9.505,0.22506600000000002,9.73
The Crow,/release/rl3110174721/?ref_=bo_yld_table_90,Lionsgate,4.0,,2024,R,111.0,"['Action', 'Crime', 'Fantasy', 'Horror', 'Romance', 'Thriller']",91.0,2752.0,Rupert Sanders,9.275,14.723,23.999
Thelma,/release/rl4050812929/?ref_=bo_yld_table_91,Magnolia Pictures,2.0,,2024,PG-13,98.0,"['Action', 'Comedy']",154.0,1290.0,Josh Margolin,9.002,3.27,12.272
Love Lies Bleeding,/release/rl3578626049/?ref_=bo_yld_table_92,A24,0.15,,,R,104.0,"['Action', 'Adventure', 'Crime', 'Mystery', 'Romance', 'Thriller']",259.0,1828.0,Rose Glass,8.335,4.442,12.777
The Zone of Interest,/release/rl1134854913/?ref_=bo_yld_table_93,A24,,,2023,PG-13,105.0,"['Drama', 'History', 'War']",350.0,598.0,Jonathan Glazer,8.659,44.138,52.798
Spy x Family Code: White,/release/rl3075571713/?ref_=bo_yld_table_94,Crunchyroll,4.0,,2024,PG-13,110.0,"['Action', 'Animation', 'Comedy', 'Thriller']",217.0,2009.0,Kazuhiro Furuhashi,8.11,51.519,59.629
Ferrari,/release/rl390496257/?ref_=bo_yld_table_95,Neon,3.0,,2023,R,130.0,"['Biography', 'Drama', 'History', 'Sport']",333.0,2386.0,Michael Mann,18.55,24.782,43.332
The Chosen: S4 Episodes 7-8,/release/rl4189225729/?ref_=bo_yld_table_96,Fathom Events,3.0,,2024,,,,267.0,2215.0,,7.729,0.039039,7.768
Megalopolis,/release/rl2238742529/?ref_=bo_yld_table_97,Lionsgate Entertainment Corporation,4.0,,2024,R,138.0,"['Drama', 'Fantasy', 'Sci-Fi']",56.0,1854.0,Francis Ford Coppola,7.629,6.107,13.736
Sight,/release/rl3532423937/?ref_=bo_yld_table_98,Angel Studios,2.0,,2024,PG-13,103.0,"['Biography', 'Drama', 'History']",182.0,2118.0,Andrew Hyatt,7.206,,7.206
Haikyu!! The Dumpster Battle,/release/rl1130463233/?ref_=bo_yld_table_99,Crunchyroll,3.0,,2024,PG-13,85.0,"['Animation', 'Comedy', 'Drama', 'Sport']",175.0,1119.0,Susumu Mitsunaka,7.071,93.184,100.255
Afraid,/release/rl183862017/?ref_=bo_yld_table_100,Sony Pictures Releasing,3.0,,2024,PG-13,84.0,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",84.0,3003.0,Chris Weitz,6.725,6.252,12.977
The Hunger Games: The Ballad of Songbirds & Snakes,/release/rl1262387969/?ref_=bo_yld_table_101,Lionsgate,44.0,,2023,PG-13,157.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller', 'War']",371.0,3776.0,Francis Lawrence,166.35,182.549,348.9
I.S.S.,/release/rl2101706753/?ref_=bo_yld_table_102,Bleecker Street Media,3.0,,2024,R,95.0,"['Sci-Fi', 'Thriller']",308.0,2518.0,Gabriela Cowperthwaite,6.573,0.03128,6.605
Cuckoo,/release/rl693927937/?ref_=bo_yld_table_103,Neon,3.0,,2024,R,102.0,"['Horror', 'Mystery', 'Thriller']",105.0,1503.0,Tilman Singer,6.217,0.46266300000000005,6.68
Back to Black,/release/rl4114907137/?ref_=bo_yld_table_104,Focus Features,2.0,,2024,R,122.0,"['Biography', 'Drama', 'Music']",189.0,2013.0,Sam Taylor-Johnson,6.157,44.733,50.89
The Book of Clarence,/release/rl3598877441/?ref_=bo_yld_table_105,Sony Pictures Releasing,2.0,,2024,PG-13,129.0,"['Adventure', 'Comedy', 'Drama', 'History']",315.0,2010.0,Jeymes Samuel,6.132,0.07241700000000001,6.205
The Nightmare Before Christmas,/release/rl2634973185/?ref_=bo_yld_table_106,Walt Disney Studios Motion Pictures,2.0,,2024,PG,76.0,"['Animation', 'Family', 'Fantasy', 'Musical']",42.0,1860.0,Henry Selick,6.124,7.9e-05,6.124
Columbia 100th Anniversary Series,/release/rl4217536513/?ref_=bo_yld_table_107,Sony Pictures Releasing,0.018000000000000002,,2024,,1075.0,,221.0,466.0,,6.013,,6.216
Someone Like You,/release/rl1029799937/?ref_=bo_yld_table_108,Fathom Events,2.0,,2024,PG,118.0,['Romance'],231.0,1802.0,Tyler Russell,5.937,,5.937
One Life,/release/rl1045987329/?ref_=bo_yld_table_109,Bleecker Street Media,1.0,,2024,PG,109.0,"['Biography', 'Drama', 'History']",252.0,1009.0,James Hawes,5.716,50.756,56.473
Devara Part 1,/release/rl537755649/?ref_=bo_yld_table_110,Prathyangira Cinemas,5.0,,2024,,176.0,"['Action', 'Drama', 'Thriller']",57.0,1040.0,Koratala Siva,5.6,1.7610000000000001,7.361
Trolls Band Together,/release/rl577798913/?ref_=bo_yld_table_111,Universal Pictures,30.0,,2023,PG,91.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",371.0,3893.0,Walt Dohrn,102.996,106.375,209.372
The Killer's Game,/release/rl1584037889/?ref_=bo_yld_table_112,Lionsgate,2.0,,2024,R,104.0,"['Action', 'Comedy', 'Thriller']",70.0,2623.0,J.J. Perry,5.404,0.523973,5.928
My Old Ass,/release/rl1534951425/?ref_=bo_yld_table_113,Amazon/MGM,0.167,,2024,R,89.0,"['Comedy', 'Drama', 'Romance']",70.0,1390.0,Megan Park,5.372,0.333613,5.705
White Bird,/release/rl3681714945/?ref_=bo_yld_table_114,Lionsgate,1.0,,2024,PG-13,121.0,"['Biography', 'Drama', 'Family', 'War']",49.0,1038.0,Marc Forster,5.069,3.453,8.522
My Hero Academia: You're Next,/release/rl1735819265/?ref_=bo_yld_table_115,Toho International,3.0,,2024,PG-13,110.0,"['Action', 'Animation', 'Sci-Fi']",42.0,1845.0,Tensai Okamura,5.041,26.666,31.708
Kinds of Kindness,/release/rl1784381441/?ref_=bo_yld_table_116,Searchlight Pictures,0.377,,2024,R,164.0,"['Comedy', 'Drama', 'Horror']",154.0,920.0,Yorgos Lanthimos,5.038,11.359,16.398
Drive-Away Dolls,/release/rl948929281/?ref_=bo_yld_table_117,Focus Features,2.0,,2024,R,84.0,"['Action', 'Comedy', 'Thriller']",273.0,2280.0,Ethan Coen,5.028,2.907,7.9350000000000005
I Saw the TV Glow,/release/rl660111361/?ref_=bo_yld_table_118,A24,0.11900000000000001,,2024,PG-13,100.0,"['Drama', 'Horror']",203.0,469.0,Jane Schoenbrun,5.017,0.365019,5.382
Wicked Little Letters,/release/rl2539618305/?ref_=bo_yld_table_119,Sony Pictures Releasing,0.076,,2024,R,100.0,"['Comedy', 'Crime', 'Drama', 'History', 'Mystery']",238.0,1009.0,Thea Sharrock,5.008,22.211,27.219
Dìdi,/release/rl4266885121/?ref_=bo_yld_table_120,Focus Features,0.20700000000000002,,2024,R,93.0,"['Comedy', 'Drama']",119.0,435.0,Sean Wang,4.839,0.29297,5.132
Origin,/release/rl2705620993/?ref_=bo_yld_table_121,Neon,0.117,,2024,PG-13,141.0,"['Drama', 'History']",350.0,664.0,Ava DuVernay,4.689,0.14776599999999998,4.837
Land of Bad,/release/rl3091824641/?ref_=bo_yld_table_122,The Avenue Entertainment,1.0,,2024,R,113.0,"['Action', 'Thriller']",280.0,1317.0,William Eubank,4.62,2.401,7.021
The Exorcism,/release/rl3916201985/?ref_=bo_yld_table_123,Vertical Entertainment,2.0,,2024,R,95.0,"['Horror', 'Thriller']",154.0,2240.0,Joshua John Miller,4.53,5.129,9.659
In a Violent Nature,/release/rl2237497345/?ref_=bo_yld_table_124,IFC Films,2.0,,2024,,94.0,"['Drama', 'Horror', 'Thriller']",175.0,1426.0,Chris Nash,4.229,0.33165700000000004,4.561
The Apprentice,/release/rl3423567873/?ref_=bo_yld_table_125,Briarcliff Entertainment,1.0,,2024,R,122.0,"['Biography', 'Drama', 'History']",42.0,1740.0,Ali Abbasi,3.989,8.023,12.013
A Real Pain,/release/rl3277815809/?ref_=bo_yld_table_126,Searchlight Pictures,0.228,,2024,R,90.0,"['Comedy', 'Drama']",21.0,1185.0,Jesse Eisenberg,3.85,0.684416,4.535
Babes,/release/rl3328147457/?ref_=bo_yld_table_127,Neon,0.163,,2024,R,104.0,['Comedy'],189.0,1118.0,Pamela Adlon,3.8,0.098704,3.898
