Title,Links,Distributor,Opening,Budget,Release Date,MPAA,Running Time,Genres,In Release,Widest Release,Director,Domestic,International,Worldwide
The Addams Family 2,/release/rl1465156353/?ref_=bo_yld_table_22,United Artists Releasing,"$17,325,007",-,"Oct 1, 2021",PG,1 hr 33 min,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Horror', 'Mystery']",98 days/14 weeks,"4,207 theaters","Conrad Vernon

","
$56,489,153
","
$63,326,000
","
$119,815,153
"
The Suicide Squad,/release/rl84510209/?ref_=bo_yld_table_23,Warner Bros.,"$26,205,415","$185,000,000","Aug 6, 2021",R,2 hr 12 min,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",154 days/22 weeks,"4,019 theaters","James Gunn

","
$55,817,425
","
$112,900,000
","
$168,717,425
"
Raya and the Last Dragon,/release/rl3781723649/?ref_=bo_yld_table_24,Walt Disney Studios Motion Pictures,"$8,502,498",-,"Mar 5, 2021",PG,1 hr 47 min,"['Action', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",302 days/43 weeks,"2,375 theaters","Don Hall

","
$54,723,032
","
$75,700,000
","
$130,423,032
"
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,/release/rl3648226049/?ref_=bo_yld_table_25,FUNimation Entertainment,"$21,234,994",-,"Apr 23, 2021",R,1 hr 57 min,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Thriller']",253 days/36 weeks,"2,087 theaters","Haruo Sotozaki

","
$49,505,008
","
$423,725,400
","
$473,230,408
"
Clifford the Big Red Dog,/release/rl642418177/?ref_=bo_yld_table_26,Paramount Pictures,"$16,627,491",-,"Nov 10, 2021",PG,1 hr 36 min,"['Adventure', 'Comedy', 'Family', 'Fantasy']",58 days/8 weeks,"3,700 theaters","Walt Becker

","
$48,947,356
","
$58,400,000
","
$107,347,356
"
House of Gucci,/release/rl2182841089/?ref_=bo_yld_table_27,United Artists Releasing,"$14,423,794",-,"Nov 24, 2021",R,2 hr 38 min,"['Biography', 'Crime', 'Drama']",403 days/57 weeks,"3,477 theaters","Ridley Scott

","
$53,809,574
","
$99,459,587
","
$153,269,161
"
Old,/release/rl2097710593/?ref_=bo_yld_table_28,Universal Pictures,"$16,854,735",-,"Jul 23, 2021",PG-13,1 hr 48 min,"['Drama', 'Horror', 'Mystery', 'Thriller']",168 days/24 weeks,"3,379 theaters","M. Night Shyamalan

","
$48,276,510
","
$41,870,000
","
$90,146,510
"
Tom & Jerry,/release/rl2399766017/?ref_=bo_yld_table_29,Warner Bros.,"$14,112,629",-,"Feb 26, 2021",PG,1 hr 41 min,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",315 days/45 weeks,"2,563 theaters","Tim Story

","
$46,536,687
","
$90,000,000
","
$136,536,687
"
The Forever Purge,/release/rl84444673/?ref_=bo_yld_table_30,Universal Pictures,"$12,551,220",-,"Jul 2, 2021",R,1 hr 43 min,"['Action', 'Crime', 'Horror', 'Thriller', 'Western']",183 days/26 weeks,"3,058 theaters","Everardo Gout

","
$44,539,245
","
$32,455,000
","
$76,994,245
"
Peter Rabbit 2: The Runaway,/release/rl2869200385/?ref_=bo_yld_table_31,Sony Pictures Releasing,"$10,101,066",-,"Jun 11, 2021",PG,1 hr 33 min,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",210 days/30 weeks,"3,346 theaters","Will Gluck

","
$40,501,717
","
$113,400,000
","
$153,901,717
"
PAW Patrol: The Movie,/release/rl1757315585/?ref_=bo_yld_table_32,Paramount Pictures,"$13,148,340",-,"Aug 20, 2021",G,1 hr 26 min,"['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Sci-Fi']",134 days/19 weeks,"3,189 theaters","Cal Brunker

","
$40,127,371
","
$104,200,000
","
$144,327,371
"
Hitman's Wife's Bodyguard,/release/rl2544534017/?ref_=bo_yld_table_33,Lionsgate,"$11,397,820",-,"Jun 16, 2021",R,1 hr 40 min,"['Action', 'Comedy', 'Crime', 'Romance', 'Thriller']",199 days/28 weeks,"3,361 theaters","Patrick Hughes

","
$38,014,727
","
$32,045,765
","
$70,060,492
"
Mortal Kombat,/release/rl1862829569/?ref_=bo_yld_table_34,Warner Bros.,"$23,302,503",-,"Apr 23, 2021",R,1 hr 50 min,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",259 days/37 weeks,"3,114 theaters","Simon McQuoid

","
$42,326,031
","
$42,100,000
","
$84,426,031
"
Don't Breathe 2,/release/rl1180271361/?ref_=bo_yld_table_35,Screen Gems,"$10,622,473",-,"Aug 13, 2021",R,1 hr 38 min,"['Action', 'Crime', 'Horror', 'Thriller']",147 days/21 weeks,"3,005 theaters","Rodo Sayagues

","
$32,712,950
","
$21,072,601
","
$53,785,551
"
In the Heights,/release/rl3674506753/?ref_=bo_yld_table_36,Warner Bros.,"$11,504,710",-,"Jun 11, 2021",PG-13,2 hr 23 min,"['Drama', 'Musical', 'Romance']",210 days/30 weeks,"3,509 theaters","Jon M. Chu

","
$29,975,167
","
$15,200,000
","
$45,175,167
"
Snake Eyes,/release/rl2114291201/?ref_=bo_yld_table_37,Paramount Pictures,"$13,367,853",-,"Jul 23, 2021",PG-13,2 hr 1 min,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Sci-Fi', 'Thriller']",162 days/23 weeks,"3,540 theaters","Robert Schwentke

","
$28,264,325
","
$11,800,000
","
$40,064,325
"
West Side Story,/release/rl319325697/?ref_=bo_yld_table_38,20th Century Studios,"$10,574,618",-,"Dec 10, 2021
            -
            Apr 7, 2022",PG-13,2 hr 36 min,"['Crime', 'Drama', 'Musical', 'Romance']",387 days/55 weeks,"2,820 theaters","Steven Spielberg

","
$38,530,322
","
$37,485,849
","
$76,016,171
"
The Matrix Resurrections,/release/rl2175304193/?ref_=bo_yld_table_39,Warner Bros.,"$10,749,011",-,"Dec 22, 2021",R,2 hr 28 min,"['Action', 'Sci-Fi']",375 days/53 weeks,"3,552 theaters","Lana Wachowski

","
$37,686,805
","
$119,700,000
","
$157,386,805
"
Wrath of Man,/release/rl2976809729/?ref_=bo_yld_table_40,United Artists Releasing,"$8,309,007",-,"May 7, 2021",R,1 hr 59 min,"['Action', 'Crime', 'Thriller']",239 days/34 weeks,"3,007 theaters","Guy Ritchie

","
$27,466,489
","
$76,500,000
","
$103,966,489
"
Nobody,/release/rl604276225/?ref_=bo_yld_table_41,Universal Pictures,"$6,820,100","$16,000,000","Mar 26, 2021",R,1 hr 32 min,"['Action', 'Crime', 'Drama', 'Thriller']",287 days/41 weeks,"2,567 theaters","Ilya Naishuller

","
$27,568,035
","
$29,942,483
","
$57,510,518
"
The Croods: A New Age,/release/rl3209528833/?ref_=bo_yld_table_42,Universal Pictures,"$9,724,200",-,"Nov 25, 2020",PG,1 hr 35 min,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",402 days/57 weeks,"2,211 theaters","Joel Crawford

","
$58,568,815
","
$157,337,000
","
$215,905,815
"
Escape Room: Tournament of Champions,/release/rl3205072385/?ref_=bo_yld_table_43,Sony Pictures Releasing,"$8,801,391",-,"Jul 16, 2021",PG-13,1 hr 28 min,"['Action', 'Adventure', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",175 days/25 weeks,"2,815 theaters","Adam Robitel

","
$25,314,753
","
$40,459,737
","
$65,774,490
"
Respect,/release/rl4039082497/?ref_=bo_yld_table_44,Metro-Goldwyn-Mayer (MGM),"$8,807,513",-,"Aug 13, 2021",PG-13,2 hr 25 min,"['Biography', 'Drama', 'Music']",141 days/20 weeks,"3,207 theaters","Liesl Tommy

","
$24,278,399
","
$8,604,424
","
$32,882,823
"
Wonder Woman 1984,/release/rl3624109569/?ref_=bo_yld_table_45,Warner Bros.,"$16,701,957",-,"Dec 25, 2020",PG-13,2 hr 31 min,"['Action', 'Adventure', 'Fantasy']",378 days/54 weeks,"2,218 theaters","Patty Jenkins

","
$46,801,036
","
$122,800,000
","
$169,601,036
"
Spiral,/release/rl1745389057/?ref_=bo_yld_table_46,Lionsgate,"$8,750,034",-,"May 14, 2021",R,1 hr 33 min,"['Horror', 'Mystery', 'Thriller']",232 days/33 weeks,"2,991 theaters","Darren Lynn Bousman

","
$23,216,862
","
$17,402,058
","
$40,618,920
"
Ron's Gone Wrong,/release/rl2516747777/?ref_=bo_yld_table_47,20th Century Studios,"$7,300,225",-,"Oct 22, 2021
            -
            Dec 23, 2021",PG,1 hr 47 min,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",77 days/11 weeks,"3,560 theaters","Sarah Smith

","
$23,009,270
","
$37,682,752
","
$60,692,022
"
Spirit Untamed,/release/rl2450228737/?ref_=bo_yld_table_48,Universal Pictures,"$6,101,050",-,"Jun 4, 2021",PG,1 hr 28 min,"['Adventure', 'Animation', 'Comedy', 'Family', 'Musical', 'Western']",217 days/31 weeks,"3,394 theaters","Elaine Bogan

","
$17,716,215
","
$25,001,000
","
$42,717,215
"
The Green Knight,/release/rl4222779905/?ref_=bo_yld_table_49,A24,"$6,790,917",-,"Jul 30, 2021",R,2 hr 10 min,"['Adventure', 'Drama', 'Fantasy']",155 days/22 weeks,"2,798 theaters","David Lowery

","
$17,173,321
","
$1,714,632
","
$18,887,953
"
Resident Evil: Welcome to Raccoon City,/release/rl829063937/?ref_=bo_yld_table_50,Screen Gems,"$5,319,280",-,"Nov 24, 2021",R,1 hr 47 min,"['Action', 'Horror', 'Sci-Fi']",403 days/57 weeks,"2,803 theaters","Johannes Roberts

","
$17,000,612
","
$24,914,303
","
$41,914,915
"
The King's Man,/release/rl2181531137/?ref_=bo_yld_table_51,20th Century Studios,"$5,915,542",-,"Dec 22, 2021
            -
            Mar 10, 2022",R,2 hr 11 min,"['Action', 'Adventure', 'Thriller']",375 days/53 weeks,"3,180 theaters","Matthew Vaughn

","
$37,176,373
","
$88,721,105
","
$125,897,478
"
The French Dispatch,/release/rl1085440513/?ref_=bo_yld_table_52,Searchlight Pictures,"$1,348,804",-,"Oct 22, 2021",R,1 hr 47 min,"['Comedy', 'Drama', 'Romance']",436 days/62 weeks,"1,225 theaters","Wes Anderson

","
$16,124,375
","
$30,209,170
","
$46,333,545
"
The Marksman,/release/rl3412361985/?ref_=bo_yld_table_53,Open Road Films (II),"$3,104,204",-,"Jan 15, 2021",PG-13,1 hr 48 min,"['Action', 'Drama', 'Thriller']",351 days/50 weeks,"2,018 theaters","Robert Lorenz

","
$15,566,093
","
$7,510,618
","
$23,076,711
"
The Unholy,/release/rl460292865/?ref_=bo_yld_table_54,Screen Gems,"$3,153,456",-,"Apr 2, 2021",PG-13,1 hr 39 min,"['Drama', 'Horror', 'Mystery', 'Thriller']",280 days/40 weeks,"2,057 theaters","Evan Spiliotopoulos

","
$15,532,137
","
$15,300,000
","
$30,832,137
"
The Little Things,/release/rl918258177/?ref_=bo_yld_table_55,Warner Bros.,"$4,705,527",-,"Jan 29, 2021",R,2 hr 8 min,"['Crime', 'Drama', 'Mystery', 'Thriller']",343 days/49 weeks,"2,206 theaters","John Lee Hancock

","
$15,342,746
","
$15,500,000
","
$30,842,746
"
Dear Evan Hansen,/release/rl3127608065/?ref_=bo_yld_table_56,Universal Pictures,"$7,443,830",-,"Sep 24, 2021",PG-13,2 hr 17 min,"['Drama', 'Musical']",105 days/15 weeks,"3,364 theaters","Stephen Chbosky

","
$15,002,646
","
$4,130,808
","
$19,133,454
"
King Richard,/release/rl1191740929/?ref_=bo_yld_table_57,Warner Bros.,"$5,406,033",-,"Nov 19, 2021
            -
            Apr 7, 2022",PG-13,2 hr 24 min,"['Biography', 'Drama', 'Sport']",408 days/58 weeks,"3,302 theaters","Reinaldo Marcus Green

","
$15,129,285
","
$24,400,000
","
$39,529,285
"
Stillwater,/release/rl1863026177/?ref_=bo_yld_table_58,Focus Features,"$5,188,150",-,"Jul 30, 2021",R,2 hr 19 min,"['Crime', 'Drama', 'Mystery', 'Thriller']",155 days/22 weeks,"2,611 theaters","Tom McCarthy

","
$14,465,535
","
$5,288,737
","
$19,754,272
"
Christmas with the Chosen: The Messengers,/release/rl2048426753/?ref_=bo_yld_table_59,Fathom Events,"$4,245,000",-,"Dec 1, 2021",,2 hr 3 min,['Music'],37 days/5 weeks,"1,700 theaters","Dallas Jenkins

","
$13,728,000
","
–
","
$13,728,000
"
Malignant,/release/rl4288512513/?ref_=bo_yld_table_60,Warner Bros.,"$5,434,620",-,"Sep 10, 2021",R,1 hr 51 min,"['Crime', 'Horror', 'Mystery']",119 days/17 weeks,"3,501 theaters","James Wan

","
$13,391,791
","
$21,500,000
","
$34,891,791
"
Chaos Walking,/release/rl157647617/?ref_=bo_yld_table_61,Lionsgate,"$3,775,350",-,"Mar 5, 2021",PG-13,1 hr 49 min,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Western']",302 days/43 weeks,"2,132 theaters","Doug Liman

","
$13,287,908
","
$13,220,224
","
$26,508,132
"
My Hero Academia: World Heroes' Mission,/release/rl1494057729/?ref_=bo_yld_table_62,FUNimation Entertainment,"$6,255,779",-,"Oct 29, 2021",PG-13,1 hr 41 min,"['Action', 'Adventure', 'Animation', 'Sci-Fi']",70 days/10 weeks,"1,585 theaters","Kenji Nagasaki

","
$12,271,658
","
$34,668,883
","
$46,940,541
"
American Underdog,/release/rl1035239937/?ref_=bo_yld_table_63,Lionsgate,"$5,861,836",-,"Dec 25, 2021",PG,1 hr 52 min,"['Biography', 'Drama', 'Romance', 'Sport']",372 days/53 weeks,"2,813 theaters","Andrew Erwin

","
$26,514,814
","
–
","
$26,514,814
"
The Last Duel,/release/rl3819143681/?ref_=bo_yld_table_64,20th Century Studios,"$4,759,151",-,"Oct 15, 2021",R,2 hr 32 min,"['Action', 'Drama', 'History', 'Thriller']",84 days/12 weeks,"3,065 theaters","Ridley Scott

","
$10,853,945
","
$19,698,166
","
$30,552,111
"
Antlers,/release/rl3483599361/?ref_=bo_yld_table_65,Searchlight Pictures,"$4,271,346",-,"Oct 29, 2021",R,1 hr 39 min,"['Drama', 'Horror', 'Mystery']",70 days/10 weeks,"2,800 theaters","Scott Cooper

","
$10,619,670
","
$8,247,989
","
$18,867,659
"
Cry Macho,/release/rl477004545/?ref_=bo_yld_table_66,Warner Bros.,"$4,426,161",-,"Sep 17, 2021",PG-13,1 hr 44 min,['Drama'],112 days/16 weeks,"4,022 theaters","Clint Eastwood

","
$10,310,734
","
$6,200,000
","
$16,510,734
"
Monster Hunter,/release/rl1862895105/?ref_=bo_yld_table_67,Screen Gems,"$2,201,269",-,"Dec 18, 2020",PG-13,1 hr 43 min,"['Action', 'Adventure', 'Fantasy']",379 days/54 weeks,"1,817 theaters","Paul W.S. Anderson

","
$15,162,470
","
$26,983,489
","
$42,145,959
"
Last Night in Soho,/release/rl839616001/?ref_=bo_yld_table_68,Focus Features,"$4,178,460",-,"Oct 29, 2021",R,1 hr 56 min,"['Drama', 'Horror', 'Mystery', 'Thriller']",70 days/10 weeks,"3,016 theaters","Edgar Wright

","
$10,127,625
","
$12,830,000
","
$22,957,625
"
News of the World,/release/rl3054208513/?ref_=bo_yld_table_69,Universal Pictures,"$2,250,430",-,"Dec 25, 2020",PG-13,1 hr 58 min,"['Action', 'Adventure', 'Drama', 'Western']",372 days/53 weeks,"1,986 theaters","Paul Greengrass

","
$12,668,325
","
–
","
$12,668,325
"
The Many Saints of Newark,/release/rl2164884993/?ref_=bo_yld_table_70,Warner Bros.,"$4,651,571",-,"Oct 1, 2021",R,2 hr,"['Crime', 'Drama']",98 days/14 weeks,"3,181 theaters","Alan Taylor

","
$8,237,403
","
$4,800,000
","
$13,037,403
"
The Protégé,/release/rl1555988993/?ref_=bo_yld_table_71,Lionsgate,"$2,908,221",-,"Aug 20, 2021",R,1 hr 49 min,"['Action', 'Thriller']",134 days/19 weeks,"2,577 theaters","Martin Campbell

","
$7,446,823
","
$1,290,430
","
$8,737,253
"
The Night House,/release/rl1550353153/?ref_=bo_yld_table_72,Searchlight Pictures,"$2,859,409",-,"Aug 20, 2021",R,1 hr 47 min,"['Horror', 'Mystery', 'Thriller']",134 days/19 weeks,"2,240 theaters","David Bruckner

","
$7,100,581
","
$8,337,122
","
$15,437,703
"
Spencer,/release/rl2065335041/?ref_=bo_yld_table_73,Neon,"$2,104,767",-,"Nov 5, 2021",R,1 hr 57 min,"['Biography', 'Drama']",63 days/9 weeks,"1,265 theaters","Pablo Larraín

","
$7,086,632
","
$18,160,335
","
$25,246,967
"
Belfast,/release/rl4000285441/?ref_=bo_yld_table_74,Focus Features,"$1,779,410",-,"Nov 12, 2021",PG-13,1 hr 38 min,"['Biography', 'Drama', 'Romance']",415 days/59 weeks,"1,255 theaters","Kenneth Branagh

","
$9,250,870
","
$39,907,839
","
$49,158,709
"
Nightmare Alley,/release/rl1382580993/?ref_=bo_yld_table_75,Searchlight Pictures,"$2,811,703",-,"Dec 17, 2021",R,2 hr 30 min,"['Crime', 'Drama', 'Thriller']",380 days/54 weeks,"2,145 theaters","Guillermo del Toro

","
$11,338,107
","
$28,291,088
","
$39,629,195
"
Those Who Wish Me Dead,/release/rl2909504257/?ref_=bo_yld_table_76,Warner Bros.,"$2,831,382",-,"May 14, 2021",R,1 hr 40 min,"['Action', 'Drama', 'Thriller']",238 days/34 weeks,"3,379 theaters","Taylor Sheridan

","
$7,407,200
","
$11,700,000
","
$19,107,200
"
The Courier,/release/rl3082715649/?ref_=bo_yld_table_77,Roadside Attractions,"$1,885,829",-,"Mar 19, 2021",PG-13,1 hr 52 min,"['Drama', 'History', 'Mystery', 'Thriller']",288 days/41 weeks,"1,641 theaters","Dominic Cooke

","
$6,613,432
","
$19,387,795
","
$26,001,227
"
Judas and the Black Messiah,/release/rl782991873/?ref_=bo_yld_table_78,Warner Bros.,"$2,027,076",-,"Feb 12, 2021",R,2 hr 6 min,"['Biography', 'Drama', 'History']",329 days/47 weeks,"1,906 theaters","Shaka King

","
$5,478,009
","
$2,000,000
","
$7,478,009
"
Licorice Pizza,/release/rl2233172737/?ref_=bo_yld_table_79,United Artists Releasing,"$345,157",-,"Nov 26, 2021",R,2 hr 13 min,"['Comedy', 'Drama', 'Romance']",401 days/57 weeks,"1,977 theaters","Paul Thomas Anderson

","
$17,318,007
","
$15,958,068
","
$33,276,075
"
Promising Young Woman,/release/rl3852829185/?ref_=bo_yld_table_80,Focus Features,"$719,305",-,"Dec 25, 2020",R,1 hr 53 min,"['Crime', 'Drama', 'Mystery', 'Thriller']",372 days/53 weeks,"1,448 theaters","Emerald Fennell

","
$6,460,965
","
$12,393,201
","
$18,854,166
"
Roadrunner: A Film About Anthony Bourdain,/release/rl3782378241/?ref_=bo_yld_table_81,Focus Features,"$1,988,795",-,"Jul 16, 2021",R,1 hr 59 min,['Documentary'],175 days/25 weeks,954 theaters,"Morgan Neville

","
$5,354,970
","
$137,047
","
$5,492,017
"
Copshop,/release/rl2667676417/?ref_=bo_yld_table_82,Open Road Films (II),"$2,315,638",-,"Sep 17, 2021",R,1 hr 47 min,"['Action', 'Thriller']",106 days/15 weeks,"3,005 theaters","Joe Carnahan

","
$5,213,243
","
$1,593,915
","
$6,807,158
"
Zola,/release/rl358974209/?ref_=bo_yld_table_83,A24,"$1,200,013",-,"Jun 30, 2021",R,1 hr 26 min,"['Comedy', 'Crime', 'Drama']",185 days/26 weeks,"1,468 theaters","Janicza Bravo

","
$4,844,399
","
$153,698
","
$4,998,097
"
Separation,/release/rl1383105281/?ref_=bo_yld_table_84,Open Road Films (II),"$1,800,162",-,"Apr 30, 2021",R,1 hr 47 min,"['Drama', 'Horror', 'Mystery']",246 days/35 weeks,"1,911 theaters","William Brent Bell

","
$4,509,143
","
–
","
$4,509,143
"
Boogie,/release/rl677610241/?ref_=bo_yld_table_85,Focus Features,"$1,200,165",-,"Mar 5, 2021",R,1 hr 30 min,"['Drama', 'Sport']",302 days/43 weeks,"1,272 theaters","Eddie Huang

","
$4,178,620
","
$12,403
","
$4,191,023
"
Fatale,/release/rl1846248961/?ref_=bo_yld_table_86,Lionsgate,"$918,112",-,"Dec 18, 2020",R,1 hr 42 min,"['Drama', 'Mystery', 'Romance', 'Thriller']",379 days/54 weeks,"1,222 theaters","Deon Taylor

","
$6,306,897
","
$724,392
","
$7,031,289
"
A Journal for Jordan,/release/rl1886552833/?ref_=bo_yld_table_87,Sony Pictures Releasing,"$2,201,886",-,"Dec 25, 2021",PG-13,2 hr 11 min,"['Drama', 'Romance', 'War']",372 days/53 weeks,"2,500 theaters","Denzel Washington

","
$6,545,174
","
$137,474
","
$6,682,648
"
Reminiscence,/release/rl2076082689/?ref_=bo_yld_table_88,Warner Bros.,"$1,950,793",-,"Aug 20, 2021",PG-13,1 hr 56 min,"['Mystery', 'Romance', 'Sci-Fi', 'Thriller']",140 days/20 weeks,"3,265 theaters","Lisa Joy

","
$3,900,193
","
$12,500,000
","
$16,400,193
"
12 Mighty Orphans,/release/rl4050879233/?ref_=bo_yld_table_89,Sony Pictures Releasing,"$251,569",-,"Jun 11, 2021",PG-13,1 hr 58 min,"['History', 'Sport']",204 days/29 weeks,"1,047 theaters","Ty Roberts

","
$3,689,637
","
$23,657
","
$3,713,294
"
Sooryavanshi,/release/rl4078338817/?ref_=bo_yld_table_90,Reliance Entertainment,"$1,443,475",-,"Nov 5, 2021",,2 hr 25 min,"['Action', 'Crime', 'Drama', 'Thriller']",63 days/9 weeks,491 theaters,"Rohit Shetty

","
$3,547,776
","
$3,436,306
","
$6,984,082
"
Pig,/release/rl2718204673/?ref_=bo_yld_table_91,Neon,"$970,935",-,"Jul 16, 2021",R,1 hr 32 min,"['Drama', 'Mystery']",169 days/24 weeks,588 theaters,"Michael Sarnoski

","
$3,186,668
","
$702,764
","
$3,889,432
"
The Girl Who Believes in Miracles,/release/rl1685029633/?ref_=bo_yld_table_92,Atlas Distribution Company,"$546,000",-,"Apr 2, 2021",PG,1 hr 40 min,"['Drama', 'Family']",274 days/39 weeks,"1,012 theaters","Richard Correll

","
$3,163,362
","
$77,996
","
$3,241,358
"
Voyagers,/release/rl1505657345/?ref_=bo_yld_table_93,Lionsgate,"$1,379,988",-,"Apr 9, 2021",PG-13,1 hr 48 min,"['Adventure', 'Mystery', 'Sci-Fi', 'Thriller']",267 days/38 weeks,"1,996 theaters","Neil Burger

","
$3,149,935
","
$1,148,249
","
$4,298,184
"
Minari,/release/rl3731849985/?ref_=bo_yld_table_94,A24,"$193,460",-,"Feb 12, 2021",PG-13,1 hr 55 min,['Drama'],323 days/46 weeks,912 theaters,"Lee Isaac Chung

","
$3,110,580
","
$12,177,998
","
$15,288,578
"
'83,/release/rl3882713857/?ref_=bo_yld_table_95,Reliance Entertainment,"$1,692,575",-,"Dec 23, 2021",,2 hr 42 min,"['Biography', 'Drama', 'History', 'Sport']",374 days/53 weeks,486 theaters,"Pritam Chakraborty

","
$4,055,660
","
$3,295,401
","
$7,351,061
"
Dream Horse,/release/rl648774145/?ref_=bo_yld_table_96,Bleecker Street Media/Topic Studios,"$794,741",-,"May 21, 2021",PG,1 hr 53 min,"['Biography', 'Comedy', 'Drama', 'Sport']",225 days/32 weeks,"1,284 theaters","Euros Lyn

","
$2,913,328
","
$3,659,462
","
$6,572,790
"
The House Next Door: Meet the Blacks 2,/release/rl1383564033/?ref_=bo_yld_table_97,Hidden Empire Film Group (HEFG),"$1,011,756",-,"Jun 11, 2021",R,1 hr 37 min,"['Action', 'Comedy', 'Horror']",204 days/29 weeks,539 theaters,"Deon Taylor

","
$2,893,660
","
–
","
$2,893,660
"
Here Today,/release/rl1551074049/?ref_=bo_yld_table_98,Stage 6 Films,"$1,042,171",-,"May 7, 2021",PG-13,1 hr 57 min,"['Comedy', 'Drama', 'Music']",239 days/34 weeks,"1,230 theaters","Billy Crystal

","
$2,807,494
","
$63,833
","
$2,871,327
"
Finding You,/release/rl2941289217/?ref_=bo_yld_table_99,Roadside Attractions,"$920,476",-,"May 14, 2021",PG,1 hr 59 min,"['Drama', 'Romance']",232 days/33 weeks,"1,447 theaters","Brian Baugh

","
$2,753,985
","
$572,900
","
$3,326,885
"
Lamb,/release/rl3725492993/?ref_=bo_yld_table_100,A24,"$1,000,089",-,"Oct 8, 2021",R,1 hr 46 min,"['Drama', 'Fantasy', 'Horror']",85 days/12 weeks,865 theaters,"Valdimar Jóhannsson

","
$2,676,410
","
$512,677
","
$3,189,087
"
The Card Counter,/release/rl1165460225/?ref_=bo_yld_table_101,Focus Features,"$1,039,580",-,"Sep 10, 2021",R,1 hr 51 min,"['Crime', 'Drama', 'Thriller']",113 days/16 weeks,739 theaters,"Paul Schrader

","
$2,657,850
","
$2,383,010
","
$5,040,860
"
Land,/release/rl3798106881/?ref_=bo_yld_table_102,Focus Features,"$899,810",-,"Feb 12, 2021",PG-13,1 hr 29 min,"['Adventure', 'Drama']",323 days/46 weeks,"1,349 theaters","Robin Wright

","
$2,577,830
","
$586,416
","
$3,164,246
"
The War with Grandpa,/release/rl1078166273/?ref_=bo_yld_table_103,101 Studios,"$3,623,880",-,"Oct 9, 2020",PG,1 hr 34 min,"['Comedy', 'Drama', 'Family']",449 days/64 weeks,"2,365 theaters","Tim Hill

","
$21,277,892
","
$22,109,746
","
$43,387,638
"
The Eyes of Tammy Faye,/release/rl1600684801/?ref_=bo_yld_table_104,Searchlight Pictures,"$652,358",-,"Sep 17, 2021",PG-13,2 hr 6 min,"['Biography', 'Drama', 'Romance']",106 days/15 weeks,"1,352 theaters","Michael Showalter

","
$2,404,127
","
$272,053
","
$2,676,180
"
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",/release/rl1786741505/?ref_=bo_yld_table_105,Searchlight Pictures,"$802,054",-,"Jun 25, 2021",PG-13,1 hr 58 min,"['Documentary', 'History', 'Music']",190 days/27 weeks,752 theaters,"Questlove

","
$2,320,649
","
$1,375,420
","
$3,696,069
"
After We Fell,/release/rl3121709825/?ref_=bo_yld_table_106,Vertical Entertainment,"$426,457",-,"Sep 10, 2021",R,1 hr 38 min,"['Drama', 'Romance']",113 days/16 weeks,"1,294 theaters","Castille Landon

","
$2,170,750
","
$19,582,955
","
$21,753,705
"
Queen Bees,/release/rl3010495233/?ref_=bo_yld_table_107,Gravitas Ventures,"$375,232",-,"Jun 11, 2021",PG-13,1 hr 40 min,"['Comedy', 'Drama', 'Romance']",204 days/29 weeks,600 theaters,"Michael Lembeck

","
$1,926,706
","
$389,165
","
$2,315,871
"
The Father,/release/rl4290478593/?ref_=bo_yld_table_108,Sony Pictures Classics,,-,"Feb 26, 2021",PG-13,1 hr 37 min,"['Drama', 'Mystery']",309 days/44 weeks,933 theaters,"Florian Zeller

","
$2,122,771
","
$21,920,547
","
$24,048,935
"
Show Me the Father,/release/rl8028929/?ref_=bo_yld_table_109,Affirm Films,"$700,181",-,"Sep 10, 2021",PG,1 hr 31 min,"['Documentary', 'Drama']",119 days/17 weeks,"1,073 theaters","Rick Altizer

","
$1,803,226
","
$115,939
","
$1,919,165
"
C'mon C'mon,/release/rl2048033537/?ref_=bo_yld_table_110,A24,"$134,447",-,"Nov 19, 2021",R,1 hr 49 min,['Drama'],408 days/58 weeks,569 theaters,"Mike Mills

","
$1,863,674
","
$2,635,721
","
$4,499,395
"
Profile,/release/rl1080984321/?ref_=bo_yld_table_111,Focus Features,"$730,290",-,"May 14, 2021",R,1 hr 46 min,"['Mystery', 'Thriller']",232 days/33 weeks,"2,104 theaters","Timur Bekmambetov

","
$1,744,740
","
$111,990
","
$1,856,730
"
