Title,Links,Distributor,Opening,Budget,Release Date,MPAA,Running Time,Genres,In Release,Widest Release,Director,Domestic,International,Worldwide
Ruby Gillman: Teenage Kraken,/release/rl176587521/?ref_=bo_yld_table_85,DreamWorks,"$5,500,990",-,"Jun 30, 2023
            -
            Aug 17, 2023",PG,1 hr 31 min,"['Action', 'Animation', 'Comedy', 'Romance']",185 days/26 weeks,"3,408 theaters","Kirk DeMicco

","
$15,753,600
","
$29,904,145
","
$45,657,745
"
Jawan,/release/rl2106360577/?ref_=bo_yld_table_86,Yash Raj Films USA Inc.,"$6,124,963",-,"Sep 7, 2023",,2 hr 49 min,"['Action', 'Crime', 'Drama', 'Thriller']",116 days/16 weeks,826 theaters,"Atlee

","
$15,198,530
","
$13,300,514
","
$28,499,044
"
Titanic,/release/rl3167650561/?ref_=bo_yld_table_87,Paramount Pictures,"$6,714,684","$200,000,000","Feb 10, 2023
            -
            Mar 9, 2023",PG-13,3 hr 14 min,"['Drama', 'Romance']",325 days/46 weeks,"2,464 theaters","James Cameron

","
$15,033,795
","
$55,123,677
","
$70,157,472
"
Animal,/release/rl3300557569/?ref_=bo_yld_table_88,,"$6,524,534",-,"Dec 1, 2023",,3 hr 24 min,"['Action', 'Crime', 'Drama', 'Thriller']",358 days/51 weeks,698 theaters,"Sandeep Reddy Vanga

","
$15,004,482
","
$77,866,468
","
$92,870,950
"
Dumb Money,/release/rl3028583169/?ref_=bo_yld_table_89,Sony Pictures Releasing,"$220,947",-,,R,1 hr 45 min,"['Biography', 'Comedy', 'Drama']",112 days/16 weeks,"2,837 theaters","Craig Gillespie

","
$13,925,356
","
$6,761,614
","
$20,703,794
"
The Last Voyage of the Demeter,/release/rl2382856961/?ref_=bo_yld_table_90,Universal Pictures,"$6,504,950",-,"Aug 11, 2023
            -
            Sep 7, 2023",R,1 hr 58 min,"['Fantasy', 'Horror', 'Thriller']",143 days/20 weeks,"2,715 theaters","André Øvredal

","
$13,637,180
","
$8,149,095
","
$21,786,275
"
Joy Ride,/release/rl2732688129/?ref_=bo_yld_table_91,Lionsgate,"$5,806,277",-,"Jul 7, 2023",R,1 hr 35 min,['Comedy'],178 days/25 weeks,"2,820 theaters","Adele Lim

","
$12,897,789
","
$2,889,885
","
$15,787,674
"
His Only Son,/release/rl528515841/?ref_=bo_yld_table_92,Angel Studios,"$5,501,070",-,"Mar 31, 2023",PG-13,1 hr 46 min,"['Drama', 'History']",276 days/39 weeks,"1,930 theaters","David Helling

","
$12,392,740
","
$1,424,446
","
$13,817,186
"
The Whale,/release/rl4040786689/?ref_=bo_yld_table_93,A24,"$332,152",-,"Dec 9, 2022",R,1 hr 57 min,['Drama'],388 days/55 weeks,"1,721 theaters","Darren Aronofsky

","
$17,463,630
","
$39,563,064
","
$57,615,635
"
About My Father,/release/rl2950791937/?ref_=bo_yld_table_94,Lionsgate,"$4,321,148",-,"May 26, 2023
            -
            Jul 13, 2023",PG-13,1 hr 30 min,['Comedy'],220 days/31 weeks,"2,464 theaters","Laura Terruso

","
$12,089,391
","
$6,078,428
","
$18,167,819
"
Bottoms,/release/rl93946625/?ref_=bo_yld_table_95,Orion Pictures,"$461,052",-,"Aug 25, 2023
            -
            Oct 19, 2023",R,1 hr 31 min,['Comedy'],129 days/18 weeks,"1,265 theaters","Emma Seligman

","
$12,036,071
","
$940,008
","
$12,976,079
"
The Shift,/release/rl2219016193/?ref_=bo_yld_table_96,Angel Studios,"$4,300,165",-,"Dec 1, 2023",PG-13,1 hr 55 min,"['Action', 'Romance', 'Sci-Fi', 'Thriller']",358 days/51 weeks,"2,450 theaters","Brock Heasley

","
$12,118,219
","
$120,424
","
$12,238,643
"
After Death,/release/rl1236108033/?ref_=bo_yld_table_97,Angel Studios,"$5,051,950",-,"Oct 27, 2023",PG-13,1 hr 48 min,['Documentary'],393 days/56 weeks,"2,730 theaters","Stephen Gray

","
$11,478,326
","
$352,534
","
$11,830,860
"
Saltburn,/release/rl104955905/?ref_=bo_yld_table_98,Warner Bros.,"$322,651",-,,R,2 hr 11 min,"['Drama', 'Thriller']",372 days/53 weeks,"1,566 theaters","Emerald Fennell

","
$11,425,829
","
$9,600,338
","
$21,026,167
"
Past Lives,/release/rl3498410753/?ref_=bo_yld_table_99,A24,"$232,266",-,"Jun 2, 2023",PG-13,1 hr 45 min,"['Drama', 'Romance']",540 days/77 weeks,906 theaters,"Celine Song

","
$11,185,625
","
$31,350,505
","
$42,536,130
"
Suzume,/release/rl2163311361/?ref_=bo_yld_table_100,Crunchyroll,"$5,001,705",-,"Apr 14, 2023",PG,2 hr 2 min,"['Action', 'Adventure', 'Animation', 'Fantasy']",266 days/38 weeks,"2,170 theaters","Makoto Shinkai

","
$10,932,037
","
$122,541,522
","
$133,473,559
"
Ferrari,/release/rl390496257/?ref_=bo_yld_table_101,Neon,"$3,921,773",-,"Dec 25, 2023",R,2 hr 10 min,"['Biography', 'Drama', 'History', 'Sport']",334 days/47 weeks,"2,386 theaters","Michael Mann

","
$18,550,028
","
$24,782,946
","
$43,332,974
"
The Machine,/release/rl3287778049/?ref_=bo_yld_table_102,Sony Pictures Releasing,"$5,000,545",-,"May 26, 2023",R,1 hr 52 min,"['Action', 'Comedy']",220 days/31 weeks,"2,409 theaters","Peter Atencio

","
$10,458,331
","
$205,997
","
$10,664,328
"
Whitney Houston: I Wanna Dance with Somebody,/release/rl101810945/?ref_=bo_yld_table_103,TriStar Pictures,"$4,700,450",-,"Dec 23, 2022",PG-13,2 hr 24 min,"['Biography', 'Drama', 'Music']",374 days/53 weeks,"3,625 theaters","Kasi Lemmons

","
$23,708,080
","
$36,098,801
","
$59,806,881
"
Poor Things,/release/rl3566306049/?ref_=bo_yld_table_104,Searchlight Pictures,"$661,230",-,"Dec 8, 2023",R,2 hr 21 min,"['Comedy', 'Drama', 'Romance', 'Sci-Fi']",351 days/50 weeks,"2,300 theaters","Yorgos Lanthimos

","
$34,553,225
","
$83,072,230
","
$117,625,455
"
The Nightmare Before Christmas,/release/rl2880799489/?ref_=bo_yld_table_105,Walt Disney Studios Motion Pictures,"$4,292,207",-,"Oct 20, 2023",PG,1 hr 16 min,"['Animation', 'Family', 'Fantasy', 'Musical']",77 days/11 weeks,"2,185 theaters","Henry Selick

","
$10,251,956
","
$179,675
","
$10,431,631
"
Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,/release/rl3313664769/?ref_=bo_yld_table_106,Crunchyroll,"$10,117,806",-,"Mar 3, 2023",R,1 hr 50 min,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Thriller']",304 days/43 weeks,"1,774 theaters","Haruo Sotozaki

","
$10,117,806
","
$46,201,988
","
$56,319,794
"
House Party,/release/rl1456964353/?ref_=bo_yld_table_107,Warner Bros.,"$3,985,882",-,,R,1 hr 40 min,['Comedy'],353 days/50 weeks,"1,400 theaters","Calmatic

","
$9,002,247
","
$283,500
","
$9,285,747
"
Radical,/release/rl1335788289/?ref_=bo_yld_table_108,Pantelion Films,"$2,658,047",-,"Nov 3, 2023",PG-13,2 hr 5 min,['Drama'],386 days/55 weeks,534 theaters,"Christopher Zalla

","
$8,702,731
","
$13,126,829
","
$21,829,560
"
Everything Everywhere All at Once,/release/rl3861218049/?ref_=bo_yld_table_109,A24,"$501,305",-,,R,2 hr 19 min,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",647 days/92 weeks,"2,220 theaters","Daniel Kwan

","
$77,191,785
","
$62,215,234
","
$139,407,019
"
Salaar,/release/rl2487451649/?ref_=bo_yld_table_110,,"$5,618,511",-,"Dec 22, 2023",,2 hr 55 min,"['Action', 'Crime', 'Drama', 'Thriller']",337 days/48 weeks,802 theaters,"Prashanth Neel

","
$8,929,282
","
$3,029,266
","
$11,958,548
"
Silent Night,/release/rl1018987265/?ref_=bo_yld_table_111,Lionsgate,"$3,010,207",-,"Dec 1, 2023",R,1 hr 44 min,"['Action', 'Thriller']",358 days/51 weeks,"1,873 theaters","John Woo

","
$8,012,103
","
$3,055,125
","
$11,067,228
"
Beau Is Afraid,/release/rl1022984961/?ref_=bo_yld_table_112,A24,"$320,396",-,,R,2 hr 59 min,"['Comedy', 'Drama', 'Horror']",262 days/37 weeks,"2,125 theaters","Ari Aster

","
$8,176,562
","
$4,160,816
","
$12,337,378
"
The Hill,/release/rl1476166401/?ref_=bo_yld_table_113,Briarcliff Entertainment,"$2,301,931",-,"Aug 25, 2023",PG,2 hr 6 min,"['Biography', 'Drama', 'Sport']",129 days/18 weeks,"1,703 theaters","Jeff Celentano

","
$7,665,865
","
$31,163
","
$7,697,028
"
Sisu,/release/rl2306900737/?ref_=bo_yld_table_114,Lionsgate,"$3,330,891",-,,R,1 hr 31 min,"['Action', 'War']",248 days/35 weeks,"1,006 theaters","Jalmari Helander

","
$7,265,622
","
$7,015,577
","
$14,281,199
"
Star Wars: Episode VI - Return of the Jedi,/release/rl1133413121/?ref_=bo_yld_table_115,,"$5,100,654","$32,500,000","Apr 28, 2023",PG,2 hr 11 min,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",248 days/35 weeks,475 theaters,"Richard Marquand

","
$7,259,924
","
–
","
$7,259,924
"
Dunki,/release/rl2847769345/?ref_=bo_yld_table_116,Yash Raj Films USA Inc.,"$2,714,469",-,"Dec 21, 2023",,2 hr 40 min,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance']",338 days/48 weeks,650 theaters,"Rajkumar Hirani

","
$7,460,159
","
$8,012,892
","
$15,473,051
"
Coraline,/release/rl3214443265/?ref_=bo_yld_table_117,,,"$60,000,000","Aug 14, 2023",PG,1 hr 40 min,"['Animation', 'Drama', 'Family', 'Fantasy']",140 days/20 weeks,"1,469 theaters","Henry Selick

","
$7,149,366
","
–
","
$7,149,366
"
Retribution,/release/rl178029313/?ref_=bo_yld_table_118,Roadside Attractions,"$3,518,830",-,"Aug 25, 2023",R,1 hr 31 min,"['Action', 'Thriller']",129 days/18 weeks,"1,750 theaters","Nimród Antal

","
$6,937,696
","
$11,748,055
","
$18,685,751
"
Journey to Bethlehem,/release/rl330924801/?ref_=bo_yld_table_119,Affirm Films,"$2,400,446",-,"Nov 10, 2023",PG,1 hr 39 min,"['Adventure', 'Family', 'Musical', 'Romance']",379 days/54 weeks,"2,002 theaters","Adam Anders

","
$6,820,796
","
$957,534
","
$7,778,330
"
Next Goal Wins,/release/rl3805971201/?ref_=bo_yld_table_120,Searchlight Pictures,"$2,500,295",-,"Nov 17, 2023
            -
            Dec 22, 2023",PG-13,1 hr 44 min,"['Comedy', 'Drama', 'Sport']",372 days/53 weeks,"2,240 theaters","Taika Waititi

","
$6,713,826
","
$11,934,976
","
$18,648,802
"
Operation Fortune: Ruse de Guerre,/release/rl3305145089/?ref_=bo_yld_table_121,Lionsgate,"$3,140,214",-,"Mar 3, 2023
            -
            Mar 23, 2023",R,1 hr 54 min,"['Action', 'Comedy', 'Thriller']",304 days/43 weeks,"2,168 theaters","Guy Ritchie

","
$6,496,125
","
$42,487,181
","
$48,983,306
"
BTS: Yet to Come in Cinemas,/release/rl1828487937/?ref_=bo_yld_table_122,Trafalgar Releasing,"$8,022,774",-,"Feb 1, 2023",,1 hr 44 min,"['Documentary', 'Music']",334 days/47 weeks,"1,210 theaters","Oh Yoon-dong

","
$8,093,270
","
$21,198,613
","
$29,291,883
"
Babylon,/release/rl2308997633/?ref_=bo_yld_table_123,Paramount Pictures,"$3,603,368",-,"Dec 23, 2022
            -
            Jan 27, 2023",R,3 hr 9 min,"['Comedy', 'Drama', 'History']",374 days/53 weeks,"3,351 theaters","Damien Chazelle

","
$15,351,455
","
$49,609,221
","
$64,960,676
"
Love Again,/release/rl4031233/?ref_=bo_yld_table_124,Screen Gems,"$2,380,962",-,"May 5, 2023",PG-13,1 hr 44 min,"['Comedy', 'Drama', 'Romance']",241 days/34 weeks,"2,703 theaters","Jim Strouse

","
$6,230,837
","
$6,465,747
","
$12,696,584
"
Dream Scenario,/release/rl2292482817/?ref_=bo_yld_table_125,A24,"$220,035",-,"Nov 10, 2023",R,1 hr 42 min,"['Comedy', 'Drama', 'Fantasy', 'Horror']",379 days/54 weeks,"1,578 theaters","Kristoffer Borgli

","
$5,742,193
","
$6,760,524
","
$12,502,717
"
The Fabelmans,/release/rl337871617/?ref_=bo_yld_table_126,Universal Pictures,"$161,579",-,,PG-13,2 hr 31 min,['Drama'],416 days/59 weeks,"1,962 theaters","Steven Spielberg

","
$17,348,945
","
$28,271,758
","
$45,620,703
"
The Chosen Season 3 Finale,/release/rl1308394241/?ref_=bo_yld_table_127,Fathom Events,"$3,623,742",-,"Feb 2, 2023",,1 hr 40 min,"['Documentary', 'Drama', 'History']",333 days/47 weeks,"1,979 theaters","Dallas Jenkins

","
$5,525,069
","
$64,073
","
$5,589,142
"
Nefarious,/release/rl1073644289/?ref_=bo_yld_table_128,Soli Deo Gloria Releasing,"$1,316,266",-,"Apr 14, 2023",R,1 hr 37 min,"['Horror', 'Thriller']",262 days/37 weeks,933 theaters,"Chuck Konzelman

","
$5,433,685
","
$439,884
","
$5,873,569
"
Big George Foreman,/release/rl135365377/?ref_=bo_yld_table_129,Sony Pictures Releasing,"$2,925,364",-,"Apr 28, 2023",PG-13,2 hr 9 min,"['Biography', 'Drama', 'Sport']",248 days/35 weeks,"3,054 theaters","George Tillman Jr.

","
$5,426,772
","
$604,430
","
$6,031,202
"
Waitress: The Musical,/release/rl306479105/?ref_=bo_yld_table_130,Bleecker Street Media,"$2,847,421",-,"Dec 7, 2023",,2 hr 24 min,"['Comedy', 'Drama', 'Musical']",352 days/50 weeks,"1,214 theaters","Diane Paulus

","
$5,402,148
","
$689,816
","
$6,091,964
"
Tiger 3,/release/rl2410840833/?ref_=bo_yld_table_131,Yash Raj Films USA Inc.,"$1,913,046",-,"Nov 11, 2023",,2 hr 35 min,"['Action', 'Adventure', 'Thriller']",378 days/54 weeks,779 theaters,"Maneesh Sharma

","
$5,365,263
","
$6,348,669
","
$11,713,932
"
Women Talking,/release/rl784827137/?ref_=bo_yld_table_132,United Artists Releasing,"$40,530",-,,PG-13,1 hr 44 min,['Drama'],374 days/53 weeks,707 theaters,"Sarah Polley

","
$5,456,531
","
$3,819,572
","
$9,276,103
"
Freelance,/release/rl329679617/?ref_=bo_yld_table_133,Relativity Media,"$2,086,000",-,"Oct 27, 2023",R,1 hr 48 min,"['Action', 'Comedy']",70 days/10 weeks,"2,057 theaters","Pierre Morel

","
$5,314,136
","
$4,882,568
","
$10,196,704
"
Infinity Pool,/release/rl4009329409/?ref_=bo_yld_table_134,Neon,"$2,514,364",-,"Jan 27, 2023",R,1 hr 57 min,"['Crime', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",339 days/48 weeks,"1,835 theaters","Brandon Cronenberg

","
$5,078,400
","
$123,901
","
$5,202,301
"
Hocus Pocus,/release/rl1018200833/?ref_=bo_yld_table_135,Walt Disney Studios Motion Pictures,"$1,609,874",-,"Oct 6, 2023",PG,1 hr 36 min,"['Comedy', 'Family', 'Fantasy', 'Horror']",91 days/13 weeks,"1,430 theaters","Kenny Ortega

","
$4,929,004
","
$465,368
","
$5,394,372
"
You Hurt My Feelings,/release/rl3699737345/?ref_=bo_yld_table_136,A24,"$1,396,448",-,"May 26, 2023",R,1 hr 33 min,"['Comedy', 'Drama']",220 days/31 weeks,912 theaters,"Nicole Holofcener

","
$4,830,788
","
$911,809
","
$5,742,597
"
Kandahar,/release/rl1375503105/?ref_=bo_yld_table_137,Open Road Films (II),"$2,325,388",-,"May 26, 2023",R,1 hr 59 min,"['Action', 'Drama', 'Thriller']",220 days/31 weeks,"2,105 theaters","Ric Roman Waugh

","
$4,813,132
","
$4,574,179
","
$9,387,311
"
Golda,/release/rl3656090369/?ref_=bo_yld_table_138,Bleecker Street Media,"$1,695,959",-,"Aug 25, 2023",PG-13,1 hr 40 min,"['Biography', 'Drama', 'History', 'War']",129 days/18 weeks,883 theaters,"Guy Nattiv

","
$4,801,781
","
$1,948,594
","
$6,750,375
"
It Lives Inside,/release/rl1487897345/?ref_=bo_yld_table_139,Neon,"$2,607,665",-,"Sep 22, 2023",PG-13,1 hr 39 min,"['Drama', 'Horror', 'Thriller']",101 days/14 weeks,"2,005 theaters","Bishal Dutta

","
$4,675,092
","
$2,695,056
","
$7,370,148
"
Hypnotic,/release/rl982024961/?ref_=bo_yld_table_140,Ketchup Entertainment,"$2,401,686",-,"May 12, 2023",R,1 hr 33 min,"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",234 days/33 weeks,"2,118 theaters","Robert Rodriguez

","
$4,500,169
","
$11,781,768
","
$16,281,937
"
Stop Making Sense,/release/rl933921537/?ref_=bo_yld_table_141,CT & Co,"$856,797",-,"Sep 22, 2023",PG,1 hr 28 min,"['Documentary', 'Music']",428 days/61 weeks,786 theaters,"Jonathan Demme

","
$5,211,310
","
$1,753,463
","
$6,964,773
"
Marlowe,/release/rl1593606913/?ref_=bo_yld_table_142,Open Road Films (II),"$1,814,094",-,"Feb 15, 2023",R,1 hr 49 min,"['Crime', 'Mystery', 'Thriller']",320 days/45 weeks,"2,281 theaters","Neil Jordan

","
$4,350,243
","
$2,027,360
","
$6,377,603
"
The Amazing Maurice,/release/rl317883137/?ref_=bo_yld_table_143,Viva Pictures,"$1,463,195",-,"Feb 3, 2023",PG,1 hr 33 min,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",332 days/47 weeks,"1,717 theaters","Toby Genkel

","
$4,303,645
","
$16,833,470
","
$21,137,115
"
Mummies,/release/rl2532410113/?ref_=bo_yld_table_144,Warner Bros.,"$422,183",-,"Feb 24, 2023",PG,1 hr 28 min,"['Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Musical', 'Romance']",311 days/44 weeks,384 theaters,"Juan Jesús García Galocha

","
$4,275,970
","
$50,200,000
","
$54,475,970
"
Theater Camp,/release/rl1652851457/?ref_=bo_yld_table_145,Searchlight Pictures,"$301,220",-,"Jul 14, 2023
            -
            Sep 28, 2023",PG-13,1 hr 32 min,['Comedy'],171 days/24 weeks,555 theaters,"Molly Gordon

","
$4,009,945
","
$400,900
","
$4,410,845
"
Ponniyin Selvan: Part Two,/release/rl848331521/?ref_=bo_yld_table_146,,"$3,813,000",-,"Apr 28, 2023",,2 hr 44 min,"['Action', 'Adventure', 'Drama']",248 days/35 weeks,,"Mani Ratnam

","
$3,813,000
","
$1,222,633
","
$5,035,633
"
Anatomy of a Fall,/release/rl1739752193/?ref_=bo_yld_table_147,Neon,"$117,848",-,"Oct 13, 2023",R,2 hr 31 min,"['Crime', 'Drama', 'Thriller']",407 days/58 weeks,583 theaters,"Justine Triet

","
$5,076,369
","
$30,975,137
","
$36,051,506
"
Left Behind: Rise of the Antichrist,/release/rl3337192193/?ref_=bo_yld_table_148,Fathom Events,"$2,553,152",-,"Jan 26, 2023",,1 hr 55 min,"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",340 days/48 weeks,"1,407 theaters","Kevin Sorbo

","
$3,649,422
","
–
","
$3,649,422
"
The Journey: A Music Special from Andrea Bocelli,/release/rl1049461505/?ref_=bo_yld_table_149,Fathom Events,"$1,201,091",-,"Apr 2, 2023",,,['Music'],274 days/39 weeks,"1,074 theaters","Gaetano Morbioli

","
$3,574,915
","
$24,070
","
$3,598,985
"
Chevalier,/release/rl165708545/?ref_=bo_yld_table_150,Walt Disney Studios Motion Pictures,"$1,521,288",-,"Apr 21, 2023
            -
            Jun 15, 2023",PG-13,1 hr 48 min,"['Biography', 'Drama', 'History', 'Music']",255 days/36 weeks,"1,281 theaters","Stephen Williams

","
$3,541,159
","
$616,105
","
$4,157,264
"
Mafia Mamma,/release/rl646087425/?ref_=bo_yld_table_151,Bleecker Street Media,"$2,032,202",-,"Apr 14, 2023",R,1 hr 41 min,"['Action', 'Comedy', 'Crime']",262 days/37 weeks,"2,002 theaters","Catherine Hardwicke

","
$3,496,761
","
$2,622,321
","
$6,119,082
"
The Wandering Earth II,/release/rl1190560513/?ref_=bo_yld_table_152,Well Go USA Entertainment,,-,"Jan 22, 2023",,2 hr 53 min,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",344 days/49 weeks,172 theaters,"Frant Gwo

","
$5,023,132
","
$610,000,000
","
$615,023,132
"
A Thousand and One,/release/rl3773006593/?ref_=bo_yld_table_153,Focus Features,"$1,795,695",-,"Mar 31, 2023",R,1 hr 57 min,"['Crime', 'Drama']",276 days/39 weeks,926 theaters,"A.V. Rockwell

","
$3,400,020
","
$63,660
","
$3,463,680
"
Violent Night,/release/rl4179395329/?ref_=bo_yld_table_154,Universal Pictures,"$13,450,240",-,"Dec 2, 2022",R,1 hr 52 min,"['Action', 'Comedy', 'Thriller']",395 days/56 weeks,"3,723 theaters","Tommy Wirkola

","
$50,057,405
","
$25,947,000
","
$76,004,405
"
What Happens Later,/release/rl2931196673/?ref_=bo_yld_table_155,Bleecker Street Media,"$1,522,750",-,"Nov 3, 2023",R,1 hr 43 min,"['Comedy', 'Romance']",386 days/55 weeks,"1,492 theaters","Meg Ryan

","
$3,273,895
","
$187,748
","
$3,461,643
"
2023 Oscar Nominated Short Films: Live Action,/release/rl2357232385/?ref_=bo_yld_table_156,ShortsTV,"$734,124",-,"Feb 17, 2023",,1 hr 50 min,['Drama'],318 days/45 weeks,357 theaters,-,"
$3,025,631
","
–
","
$3,025,631
"
Living,/release/rl3218244353/?ref_=bo_yld_table_157,Sony Pictures Classics,"$22,784",-,"Dec 23, 2022",PG-13,1 hr 42 min,['Drama'],374 days/53 weeks,644 theaters,"Oliver Hermanus

","
$3,038,113
","
$9,339,197
","
$12,377,310
"
Jurassic Park,/release/rl94995201/?ref_=bo_yld_table_158,Universal Pictures,"$1,702,955","$63,000,000","Aug 25, 2023
            -
            Sep 7, 2023",PG-13,2 hr 7 min,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",129 days/18 weeks,"1,224 theaters","Steven Spielberg

","
$2,970,355
","
$1,666,870
","
$4,637,225
"
The Menu,/release/rl2839380737/?ref_=bo_yld_table_159,Searchlight Pictures,"$9,004,957",-,"Nov 18, 2022",R,1 hr 47 min,"['Comedy', 'Horror', 'Thriller']",409 days/58 weeks,"3,228 theaters","Mark Mylod

","
$38,501,125
","
$41,127,075
","
$79,628,200
"
Tu Jhoothi Main Makkaar,/release/rl3657270017/?ref_=bo_yld_table_160,Yash Raj Films USA Inc.,"$959,688",-,"Mar 8, 2023",,2 hr 30 min,"['Comedy', 'Romance']",299 days/42 weeks,400 theaters,"Luv Ranjan

","
$2,503,604
","
$1,532,311
","
$4,035,915
"
Come Out in Jesus Name,/release/rl4035412737/?ref_=bo_yld_table_161,Fathom Events,,-,"Mar 13, 2023",,1 hr 30 min,['Documentary'],294 days/42 weeks,"1,047 theaters","Ed Lamberg

","
$2,500,574
","
–
","
$2,500,574
"
The Miracle Club,/release/rl983663361/?ref_=bo_yld_table_162,Sony Pictures Releasing,"$664,607",-,"Jul 14, 2023",PG-13,1 hr 30 min,"['Comedy', 'Drama']",175 days/25 weeks,677 theaters,"Thaddeus O'Sullivan

","
$2,402,780
","
$5,095,891
","
$7,498,671
"
A Good Person,/release/rl566723329/?ref_=bo_yld_table_163,United Artists Releasing,"$832,007",-,,R,2 hr 8 min,['Drama'],283 days/40 weeks,687 theaters,"Zach Braff

","
$2,210,465
","
$478,103
","
$2,688,568
"
Moving On,/release/rl1374716673/?ref_=bo_yld_table_164,Roadside Attractions,"$821,961",-,"Mar 17, 2023",R,1 hr 25 min,['Comedy'],290 days/41 weeks,794 theaters,"Paul Weitz

","
$2,136,832
","
–
","
$2,136,832
"
Skinamarink,/release/rl2767291137/?ref_=bo_yld_table_165,IFC Films,"$818,943",-,"Jan 13, 2023",,1 hr 40 min,"['Horror', 'Mystery']",353 days/50 weeks,809 theaters,"Kyle Edward Ball

","
$2,052,272
","
$63,982
","
$2,116,254
"
Die Hard,/release/rl3108274177/?ref_=bo_yld_table_166,Twenty First Century Entertainment,"$934,421","$28,000,000","Dec 8, 2023
            -
            Dec 22, 2023",,2 hr 12 min,"['Action', 'Thriller']",351 days/50 weeks,"1,355 theaters","John McTiernan

","
$2,048,453
","
–
","
$2,078,951
"
Jules,/release/rl2325447425/?ref_=bo_yld_table_167,Bleecker Street Media,"$839,622",-,"Aug 11, 2023",PG-13,1 hr 27 min,"['Comedy', 'Drama', 'Sci-Fi']",143 days/20 weeks,780 theaters,"Marc Turtletaub

","
$1,924,922
","
$391,272
","
$2,316,194
"
Somewhere in Queens,/release/rl1978434305/?ref_=bo_yld_table_168,Roadside Attractions,"$671,280",-,"Apr 21, 2023",R,1 hr 46 min,"['Comedy', 'Drama', 'Sport']",255 days/36 weeks,602 theaters,"Ray Romano

","
$1,802,442
","
–
","
$1,802,442
"
The Marsh King's Daughter,/release/rl280265473/?ref_=bo_yld_table_169,Lionsgate,"$849,006",-,"Nov 3, 2023",R,1 hr 49 min,"['Crime', 'Drama', 'Mystery', 'Thriller']",386 days/55 weeks,"1,055 theaters","Neil Burger

","
$1,792,905
","
$1,503,829
","
$3,296,734
"
Oldboy,/release/rl2460451585/?ref_=bo_yld_table_170,Neon,"$493,386",-,"Aug 16, 2023",R,2 hr,"['Action', 'Drama', 'Mystery', 'Thriller']",138 days/19 weeks,250 theaters,"Park Chan-wook

","
$1,750,719
","
$366,098
","
$2,116,817
"
Winnie-the-Pooh: Blood and Honey,/release/rl3925050113/?ref_=bo_yld_table_171,Fathom Events,"$652,482",-,"Feb 15, 2023",,1 hr 24 min,['Horror'],647 days/92 weeks,"1,652 theaters","Rhys Frake-Waterfield

","
$2,082,898
","
$5,634,146
","
$7,717,044
"
Fear,/release/rl772702977/?ref_=bo_yld_table_172,Hidden Empire Film Group (HEFG),"$1,227,545",-,"Jan 27, 2023",R,1 hr 38 min,['Horror'],339 days/48 weeks,974 theaters,"Deon Taylor

","
$2,090,261
","
–
","
$2,090,261
"
Lost in the Stars,/release/rl883393281/?ref_=bo_yld_table_173,CMC Pictures,"$806,815",-,"Jul 7, 2023",,2 hr 1 min,"['Crime', 'Drama', 'Mystery']",178 days/25 weeks,,"Rui Cui

","
$1,721,446
","
$485,916,028
","
$487,637,474
"
Creation of the Gods I: Kingdom of Storms,/release/rl1487569665/?ref_=bo_yld_table_174,Well Go USA Entertainment,"$931,140",-,"Sep 22, 2023",,2 hr 28 min,"['Adventure', 'Drama', 'Fantasy']",428 days/61 weeks,115 theaters,"Wuershan

","
$1,706,355
","
$371,315,568
","
$373,021,923
"
American Fiction,/release/rl2073330433/?ref_=bo_yld_table_175,Metro-Goldwyn-Mayer (MGM),"$224,469",-,,R,1 hr 57 min,"['Comedy', 'Drama']",344 days/49 weeks,"1,902 theaters","Cord Jefferson

","
$21,098,470
","
$1,384,900
","
$22,483,370
"
The Retirement Plan,/release/rl4267671553/?ref_=bo_yld_table_176,Falling Forward Films,"$757,293",-,"Sep 15, 2023",R,1 hr 43 min,"['Action', 'Comedy', 'Crime', 'Thriller']",108 days/15 weeks,,"Tim Brown

","
$1,607,344
","
$45,756
","
$1,653,100
"
Polite Society,/release/rl1407615745/?ref_=bo_yld_table_177,Focus Features,"$817,740",-,"Apr 28, 2023
            -
            May 18, 2023",PG-13,1 hr 44 min,"['Action', 'Comedy']",575 days/82 weeks,927 theaters,"Nida Manzoor

","
$1,595,585
","
$1,085,128
","
$2,680,713
"
