Title,Links,Distributor,Opening,Budget,Release Date,MPAA,Running Time,Genres,In Release,Widest Release,Director,Domestic,International,Worldwide
Five Nights at Freddy's,/release/rl764248833/?ref_=bo_yld_table_19,Universal Pictures International (UPI),"$80,001,720",-,"Oct 27, 2023",PG-13,1 hr 49 min,"['Horror', 'Mystery', 'Thriller']",393 days/56 weeks,"3,789 theaters","Emma Tammi

","
$137,275,620
","
$154,218,000
","
$291,493,620
"
Wonka,/release/rl2942927617/?ref_=bo_yld_table_20,Warner Bros.,"$39,005,800",-,"Dec 15, 2023",PG,1 hr 56 min,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",344 days/49 weeks,"4,213 theaters","Paul King

","
$218,402,312
","
$416,000,000
","
$634,402,312
"
Puss in Boots: The Last Wish,/release/rl3899622145/?ref_=bo_yld_table_21,Universal Pictures,"$12,429,515",-,"Dec 21, 2022",PG,1 hr 42 min,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",703 days/100 weeks,"4,121 theaters","Joel Crawford

","
$186,090,535
","
$295,667,128
","
$481,757,663
"
Teenage Mutant Ninja Turtles: Mutant Mayhem,/release/rl393904897/?ref_=bo_yld_table_22,Paramount Pictures,"$28,007,544",-,"Aug 2, 2023
            -
            Oct 26, 2023",PG,1 hr 39 min,"['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Sci-Fi']",152 days/21 weeks,"3,950 theaters","Jeff Rowe

","
$118,613,586
","
$63,235,246
","
$181,848,832
"
Scream VI,/release/rl1714914049/?ref_=bo_yld_table_23,Paramount Pictures,"$44,447,270",-,"Mar 10, 2023
            -
            May 4, 2023",R,2 hr 2 min,"['Horror', 'Mystery', 'Thriller']",297 days/42 weeks,"3,676 theaters","Matt Bettinelli-Olpin

","
$108,161,389
","
$58,186,125
","
$166,347,514
"
The Flash,/release/rl2225635841/?ref_=bo_yld_table_24,Warner Bros.,"$55,043,679",-,"Jun 16, 2023
            -
            Aug 17, 2023",PG-13,2 hr 24 min,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",199 days/28 weeks,"4,256 theaters","Andy Muschietti

","
$108,133,313
","
$163,300,000
","
$271,433,313
"
Trolls Band Together,/release/rl577798913/?ref_=bo_yld_table_25,Universal Pictures,"$30,002,525",-,"Nov 17, 2023",PG,1 hr 31 min,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",372 days/53 weeks,"3,893 theaters","Walt Dohrn

","
$102,996,915
","
$106,375,875
","
$209,372,790
"
M3GAN,/release/rl1110147841/?ref_=bo_yld_table_26,Universal Pictures,"$30,429,860",-,"Jan 6, 2023",PG-13,1 hr 42 min,"['Horror', 'Sci-Fi', 'Thriller']",687 days/98 weeks,"3,628 theaters","Gerard Johnstone

","
$95,159,005
","
$84,930,104
","
$180,089,109
"
Dungeons & Dragons: Honor Among Thieves,/release/rl1879410177/?ref_=bo_yld_table_27,Paramount Pictures,"$37,205,784",-,"Mar 31, 2023",PG-13,2 hr 14 min,"['Action', 'Adventure', 'Comedy', 'Fantasy']",276 days/39 weeks,"3,856 theaters","John Francis Daley

","
$93,277,026
","
$111,910,737
","
$205,187,763
"
The Equalizer 3,/release/rl1430029057/?ref_=bo_yld_table_28,Columbia Pictures,"$34,604,229",-,"Sep 1, 2023",R,1 hr 49 min,"['Action', 'Crime', 'Thriller']",449 days/64 weeks,"3,965 theaters","Antoine Fuqua

","
$92,373,751
","
$98,693,809
","
$191,067,560
"
The Nun II,/release/rl1339523841/?ref_=bo_yld_table_29,Warner Bros.,"$32,603,336",-,"Sep 8, 2023",R,1 hr 50 min,"['Horror', 'Mystery', 'Thriller']",119 days/17 weeks,"3,743 theaters","Michael Chaves

","
$86,267,073
","
$183,400,000
","
$269,667,073
"
The Marvels,/release/rl247366145/?ref_=bo_yld_table_30,Walt Disney Studios Motion Pictures,"$46,110,859",-,"Nov 10, 2023",PG-13,1 hr 45 min,"['Action', 'Adventure', 'Fantasy']",379 days/54 weeks,"4,030 theaters","Nia DaCosta

","
$84,500,223
","
$121,636,602
","
$206,136,825
"
Meg 2: The Trench,/release/rl3090514689/?ref_=bo_yld_table_31,Warner Bros.,"$30,002,735",-,"Aug 4, 2023
            -
            Oct 12, 2023",PG-13,1 hr 56 min,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",150 days/21 weeks,"3,604 theaters","Ben Wheatley

","
$82,600,317
","
$315,200,000
","
$397,800,317
"
Insidious: The Red Door,/release/rl1137607425/?ref_=bo_yld_table_32,Screen Gems,"$33,013,036",-,"Jul 7, 2023
            -
            Sep 14, 2023",PG-13,1 hr 47 min,"['Horror', 'Mystery', 'Thriller']",178 days/25 weeks,"3,188 theaters","Patrick Wilson

","
$82,156,962
","
$106,929,915
","
$189,086,877
"
Aquaman and the Lost Kingdom,/release/rl3003745793/?ref_=bo_yld_table_33,Warner Bros.,"$27,686,211",-,"Dec 22, 2023",PG-13,2 hr 4 min,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",337 days/48 weeks,"3,787 theaters","James Wan

","
$124,481,226
","
$314,900,000
","
$439,381,226
"
Blue Beetle,/release/rl3693445889/?ref_=bo_yld_table_34,Warner Bros.,"$25,030,225",-,"Aug 18, 2023",PG-13,2 hr 7 min,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",136 days/19 weeks,"3,871 theaters","Angel Manuel Soto

","
$72,488,072
","
$58,300,000
","
$130,788,072
"
Haunted Mansion,/release/rl707822337/?ref_=bo_yld_table_35,Walt Disney Studios Motion Pictures,"$24,082,475",-,"Jul 28, 2023
            -
            Nov 2, 2023",PG-13,2 hr 3 min,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Horror', 'Mystery']",157 days/22 weeks,"3,740 theaters","Justin Simien

","
$67,653,287
","
$49,796,503
","
$117,449,790
"
Killers of the Flower Moon,/release/rl629703425/?ref_=bo_yld_table_36,Paramount Pictures,"$23,253,655",-,"Oct 20, 2023",R,3 hr 26 min,"['Crime', 'Drama', 'History', 'Mystery', 'Romance', 'Western']",400 days/57 weeks,"3,786 theaters","Martin Scorsese

","
$68,026,901
","
$90,737,111
","
$158,764,012
"
Evil Dead Rise,/release/rl1289192193/?ref_=bo_yld_table_37,Warner Bros.,"$24,504,315",-,"Apr 21, 2023",R,1 hr 36 min,['Horror'],255 days/36 weeks,"3,417 theaters","Lee Cronin

","
$67,233,054
","
$79,800,000
","
$147,033,054
"
The Exorcist: Believer,/release/rl2047378177/?ref_=bo_yld_table_38,Universal Pictures,"$26,497,600",-,"Oct 6, 2023",R,1 hr 51 min,['Horror'],414 days/59 weeks,"3,684 theaters","David Gordon Green

","
$65,537,395
","
$70,757,212
","
$136,294,607
"
PAW Patrol: The Mighty Movie,/release/rl3038479105/?ref_=bo_yld_table_39,Paramount Pictures,"$22,764,354",-,"Sep 29, 2023
            -
            Nov 23, 2023",PG,1 hr 28 min,"['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Sci-Fi']",421 days/60 weeks,"4,027 theaters","Cal Brunker

","
$65,231,360
","
$139,755,560
","
$204,986,920
"
Cocaine Bear,/release/rl2503901953/?ref_=bo_yld_table_40,Universal Pictures,"$23,260,790",-,"Feb 24, 2023",R,1 hr 35 min,"['Comedy', 'Crime', 'Thriller']",638 days/91 weeks,"3,571 theaters","Elizabeth Banks

","
$64,670,240
","
$23,644,432
","
$88,314,672
"
A Man Called Otto,/release/rl3442377473/?ref_=bo_yld_table_41,Columbia Pictures,"$56,257",-,,PG-13,2 hr 6 min,"['Comedy', 'Drama']",367 days/52 weeks,"3,957 theaters","Marc Forster

","
$64,267,657
","
$49,092,428
","
$113,360,085
"
Wish,/release/rl3097657857/?ref_=bo_yld_table_42,Walt Disney Studios Motion Pictures,"$19,698,228",-,"Nov 22, 2023",PG,1 hr 35 min,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",367 days/52 weeks,"3,900 theaters","Chris Buck

","
$63,973,821
","
$191,023,539
","
$254,997,360
"
Napoleon,/release/rl2710274817/?ref_=bo_yld_table_43,Columbia Pictures,"$20,638,887",-,"Nov 22, 2023",R,2 hr 38 min,"['Action', 'Adventure', 'Biography', 'Drama', 'History', 'War']",367 days/52 weeks,"3,500 theaters","Ridley Scott

","
$61,524,375
","
$159,870,463
","
$221,394,838
"
Shazam! Fury of the Gods,/release/rl162234881/?ref_=bo_yld_table_44,Warner Bros.,"$30,111,158",-,"Mar 17, 2023",PG-13,2 hr 10 min,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",290 days/41 weeks,"4,071 theaters","David F. Sandberg

","
$57,638,006
","
$76,500,000
","
$134,138,006
"
Migration,/release/rl83920385/?ref_=bo_yld_table_45,Universal Pictures,"$12,453,275",-,"Dec 22, 2023",PG,1 hr 23 min,"['Adventure', 'Animation', 'Comedy', 'Family']",337 days/48 weeks,"3,839 theaters","Benjamin Renner

","
$127,306,285
","
$172,556,919
","
$299,863,204
"
Saw X,/release/rl1926595329/?ref_=bo_yld_table_46,Lionsgate,"$18,309,301",-,"Sep 29, 2023",R,1 hr 58 min,"['Horror', 'Mystery', 'Thriller']",98 days/14 weeks,"3,262 theaters","Kevin Greutert

","
$53,607,898
","
$58,594,582
","
$112,202,480
"
Air,/release/rl2106295041/?ref_=bo_yld_table_47,Amazon/MGM,"$14,456,279",-,,R,1 hr 51 min,"['Drama', 'Sport']",271 days/38 weeks,"3,507 theaters","Ben Affleck

","
$52,460,106
","
$37,600,000
","
$90,060,106
"
Jesus Revolution,/release/rl466125569/?ref_=bo_yld_table_48,Lionsgate,"$15,882,067",-,"Feb 24, 2023",PG-13,2 hr,"['Biography', 'Drama', 'History']",311 days/44 weeks,"2,575 theaters","Jon Erwin

","
$52,102,987
","
$2,192,814
","
$54,295,801
"
No Hard Feelings,/release/rl4174349057/?ref_=bo_yld_table_49,Sony Pictures Releasing,"$15,002,770",-,"Jun 23, 2023",R,1 hr 43 min,"['Comedy', 'Romance']",192 days/27 weeks,"3,208 theaters","Gene Stupnitsky

","
$50,452,282
","
$36,804,125
","
$87,256,407
"
Talk to Me,/release/rl3548742401/?ref_=bo_yld_table_50,A24,"$10,431,720",-,"Jul 28, 2023",R,1 hr 35 min,"['Horror', 'Thriller']",157 days/22 weeks,"2,379 theaters","Danny Philippou

","
$48,299,436
","
$43,882,299
","
$92,181,735
"
Godzilla Minus One,/release/rl1285456641/?ref_=bo_yld_table_51,Toho International,"$11,419,975",-,"Dec 1, 2023",PG-13,2 hr 4 min,"['Action', 'Adventure', 'Drama', 'Horror', 'Sci-Fi']",358 days/51 weeks,"2,622 theaters","Takashi Yamazaki

","
$57,144,669
","
$56,531,653
","
$113,676,322
"
Gran Turismo,/release/rl3788079873/?ref_=bo_yld_table_52,Sony Pictures Releasing,"$17,410,552",-,"Aug 25, 2023
            -
            Oct 19, 2023",PG-13,2 hr 14 min,"['Action', 'Adventure', 'Drama', 'Sport']",133 days/19 weeks,"3,856 theaters","Neill Blomkamp

","
$44,428,554
","
$77,648,184
","
$122,076,738
"
The Color Purple,/release/rl577012481/?ref_=bo_yld_table_53,Warner Bros.,"$11,737,072",-,"Dec 25, 2023",PG-13,2 hr 21 min,"['Drama', 'Musical']",334 days/47 weeks,"3,218 theaters","Blitz Bazawule

","
$60,619,191
","
$8,200,000
","
$68,819,191
"
The Boogeyman,/release/rl3958932225/?ref_=bo_yld_table_54,Walt Disney Studios Motion Pictures,"$12,356,486",-,"Jun 2, 2023
            -
            Jul 27, 2023",PG-13,1 hr 38 min,"['Horror', 'Mystery', 'Thriller']",213 days/30 weeks,"3,205 theaters","Rob Savage

","
$43,244,282
","
$24,062,961
","
$67,307,243
"
A Haunting in Venice,/release/rl216040193/?ref_=bo_yld_table_55,Walt Disney Studios Motion Pictures,"$14,279,529",-,"Sep 15, 2023",PG-13,1 hr 43 min,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",112 days/16 weeks,"3,305 theaters","Kenneth Branagh

","
$42,471,412
","
$79,819,044
","
$122,290,456
"
The Creator,/release/rl3888743169/?ref_=bo_yld_table_56,Walt Disney Studios Motion Pictures,"$14,079,512",-,"Sep 29, 2023",PG-13,2 hr 13 min,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",98 days/14 weeks,"3,680 theaters","Gareth Edwards

","
$40,774,679
","
$63,497,457
","
$104,272,136
"
80 for Brady,/release/rl3470820097/?ref_=bo_yld_table_57,Paramount Pictures,"$12,701,640",-,"Feb 3, 2023",PG-13,1 hr 38 min,"['Comedy', 'Drama', 'Sport']",332 days/47 weeks,"3,939 theaters","Kyle Marvin

","
$39,330,588
","
$1,032,350
","
$40,362,938
"
The Boy and the Heron,/release/rl4222321409/?ref_=bo_yld_table_58,GKIDS,"$13,011,722",-,,PG-13,2 hr 4 min,"['Adventure', 'Animation', 'Drama', 'Fantasy']",351 days/50 weeks,"2,325 theaters","Hayao Miyazaki

","
$46,832,867
","
$126,184,463
","
$173,017,330
"
Knock at the Cabin,/release/rl3793191681/?ref_=bo_yld_table_59,Universal Pictures,"$14,127,170",-,"Feb 3, 2023
            -
            Mar 16, 2023",R,1 hr 40 min,"['Horror', 'Mystery', 'Thriller']",332 days/47 weeks,"3,657 theaters","M. Night Shyamalan

","
$35,397,980
","
$19,362,967
","
$54,760,947
"
Renaissance: A Film by Beyoncé,/release/rl347177729/?ref_=bo_yld_table_60,AMC Theaters,"$21,801,216",-,"Dec 1, 2023",,2 hr 49 min,"['Documentary', 'Music']",358 days/51 weeks,"2,542 theaters","Beyoncé

","
$33,889,684
","
$10,100,000
","
$43,989,684
"
Missing,/release/rl3403318017/?ref_=bo_yld_table_61,Sony Pictures Releasing,"$9,154,695",-,"Jan 20, 2023",PG-13,1 hr 51 min,"['Drama', 'Mystery', 'Thriller']",346 days/49 weeks,"3,025 theaters","Nicholas D. Johnson

","
$32,502,025
","
$16,265,823
","
$48,767,848
"
Plane,/release/rl1992983297/?ref_=bo_yld_table_62,Lionsgate,"$10,265,326",-,"Jan 13, 2023
            -
            Mar 2, 2023",R,1 hr 47 min,"['Action', 'Adventure', 'Thriller']",353 days/50 weeks,"3,060 theaters","Jean-François Richet

","
$32,111,181
","
$42,404,405
","
$74,515,586
"
65,/release/rl4235821825/?ref_=bo_yld_table_63,Sony Pictures Releasing,"$12,328,361",-,"Mar 10, 2023",PG-13,1 hr 33 min,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",297 days/42 weeks,"3,405 theaters","Scott Beck

","
$32,062,904
","
$28,667,664
","
$60,730,568
"
Thanksgiving,/release/rl2760606465/?ref_=bo_yld_table_64,TriStar Pictures,"$10,306,272",-,"Nov 17, 2023",R,1 hr 46 min,"['Horror', 'Mystery', 'Thriller']",372 days/53 weeks,"3,204 theaters","Eli Roth

","
$31,908,884
","
$14,644,396
","
$46,553,280
"
My Big Fat Greek Wedding 3,/release/rl780174081/?ref_=bo_yld_table_65,Focus Features,"$10,028,675",-,"Sep 8, 2023",PG-13,1 hr 32 min,"['Comedy', 'Drama', 'Romance']",115 days/16 weeks,"3,678 theaters","Nia Vardalos

","
$28,496,030
","
$10,335,046
","
$38,831,076
"
Asteroid City,/release/rl1592820481/?ref_=bo_yld_table_66,Focus Features,"$853,382",-,,PG-13,1 hr 45 min,"['Comedy', 'Drama', 'Romance', 'Sci-Fi']",199 days/28 weeks,"1,901 theaters","Wes Anderson

","
$28,153,025
","
$25,704,718
","
$53,857,743
"
Magic Mike's Last Dance,/release/rl503218945/?ref_=bo_yld_table_67,Warner Bros.,"$8,305,317",-,"Feb 10, 2023",R,1 hr 52 min,"['Comedy', 'Drama']",325 days/46 weeks,"3,034 theaters","Steven Soderbergh

","
$26,005,156
","
$31,100,000
","
$57,105,156
"
Anyone But You,/release/rl3616572161/?ref_=bo_yld_table_68,Columbia Pictures,"$6,000,344",-,"Dec 22, 2023",R,1 hr 43 min,"['Comedy', 'Romance']",337 days/48 weeks,"3,055 theaters","Will Gluck

","
$88,319,668
","
$131,977,531
","
$220,297,199
"
Strays,/release/rl3174007553/?ref_=bo_yld_table_69,Universal Pictures,"$8,247,810",-,"Aug 18, 2023
            -
            Sep 28, 2023",R,1 hr 33 min,"['Adventure', 'Comedy']",136 days/19 weeks,"3,232 theaters","Josh Greenbaum

","
$23,988,885
","
$12,082,382
","
$36,071,267
"
The Boys in the Boat,/release/rl43614977/?ref_=bo_yld_table_70,Amazon/MGM,"$8,400,548",-,"Dec 25, 2023",PG-13,2 hr 3 min,"['Biography', 'Drama', 'Sport']",334 days/47 weeks,"2,687 theaters","George Clooney

","
$52,641,306
","
$2,860,059
","
$55,501,365
"
Priscilla,/release/rl1218675457/?ref_=bo_yld_table_71,A24,"$132,139",-,,R,1 hr 53 min,"['Biography', 'Drama', 'Music', 'Romance']",393 days/56 weeks,"2,361 theaters","Sofia Coppola

","
$20,960,939
","
$12,151,123
","
$33,112,062
"
"Are You There God? It's Me, Margaret.",/release/rl4079649537/?ref_=bo_yld_table_72,Lionsgate,"$6,739,037",-,"Apr 28, 2023
            -
            Jun 15, 2023",PG-13,1 hr 46 min,"['Comedy', 'Drama', 'Family']",248 days/35 weeks,"3,343 theaters","Kelly Fremon Craig

","
$20,372,406
","
$1,091,637
","
$21,464,043
"
The Pope's Exorcist,/release/rl1187939073/?ref_=bo_yld_table_73,Screen Gems,"$9,006,368",-,"Apr 14, 2023",R,1 hr 43 min,"['Horror', 'Thriller']",262 days/37 weeks,"3,178 theaters","Julius Avery

","
$20,009,380
","
$56,978,241
","
$76,987,621
"
The Holdovers,/release/rl92504833/?ref_=bo_yld_table_74,Focus Features,"$211,093",-,,R,2 hr 13 min,"['Comedy', 'Drama']",393 days/56 weeks,"1,601 theaters","Alexander Payne

","
$20,355,375
","
$25,279,655
","
$45,635,030
"
The Blackening,/release/rl2565833473/?ref_=bo_yld_table_75,Lionsgate,"$6,013,131",-,"Jun 16, 2023
            -
            Jul 27, 2023",R,1 hr 37 min,"['Comedy', 'Horror', 'Mystery', 'Thriller']",199 days/28 weeks,"1,775 theaters","Tim Story

","
$17,707,207
","
$462,246
","
$18,169,453
"
Book Club: The Next Chapter,/release/rl1943044865/?ref_=bo_yld_table_76,Focus Features,"$6,677,580",-,"May 12, 2023
            -
            Jun 22, 2023",PG-13,1 hr 47 min,"['Comedy', 'Romance']",561 days/80 weeks,"3,513 theaters","Bill Holderman

","
$17,581,565
","
$11,432,935
","
$29,014,500
"
Pathaan,/release/rl1474921217/?ref_=bo_yld_table_77,Yash Raj Films USA Inc.,"$6,892,182",-,"Jan 25, 2023",,2 hr 26 min,"['Action', 'Adventure', 'Thriller']",341 days/48 weeks,697 theaters,"Siddharth Anand

","
$17,487,476
","
$95,095,974
","
$112,583,450
"
Black Panther: Wakanda Forever,/release/rl3573908993/?ref_=bo_yld_table_78,Walt Disney Studios Motion Pictures,"$181,339,761",-,"Nov 11, 2022
            -
            Mar 16, 2023",PG-13,2 hr 41 min,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",416 days/59 weeks,"4,396 theaters","Ryan Coogler

","
$453,829,060
","
$405,379,776
","
$859,208,836
"
Renfield,/release/rl590381825/?ref_=bo_yld_table_79,Universal Pictures,"$8,026,475",-,"Apr 14, 2023
            -
            May 18, 2023",R,1 hr 33 min,"['Action', 'Comedy', 'Fantasy', 'Horror']",589 days/84 weeks,"3,378 theaters","Chris McKay

","
$17,297,895
","
$9,196,026
","
$26,493,921
"
The Blind,/release/rl2123662081/?ref_=bo_yld_table_80,Fathom Events,"$4,341,725",-,"Sep 28, 2023",PG-13,1 hr 48 min,['Drama'],99 days/14 weeks,"1,715 theaters","Andrew Hyatt

","
$17,265,487
","
$389
","
$17,265,876
"
Guy Ritchie's the Covenant,/release/rl1928692481/?ref_=bo_yld_table_81,Metro-Goldwyn-Mayer (MGM),"$6,380,188",-,"Apr 21, 2023",R,2 hr 3 min,"['Action', 'Drama', 'Thriller', 'War']",255 days/36 weeks,"2,631 theaters","Guy Ritchie

","
$16,938,039
","
$5,010,512
","
$21,948,551
"
The Expendables 4,/release/rl2783019777/?ref_=bo_yld_table_82,Lionsgate,"$8,039,021",-,"Sep 22, 2023",R,1 hr 43 min,"['Action', 'Adventure', 'Thriller', 'War']",101 days/14 weeks,"3,518 theaters","Scott Waugh

","
$16,710,153
","
$21,207,832
","
$37,917,985
"
Champions,/release/rl2395767553/?ref_=bo_yld_table_83,Focus Features,"$5,148,740",-,"Mar 10, 2023",PG-13,2 hr 4 min,"['Comedy', 'Drama', 'Sport']",624 days/89 weeks,"3,039 theaters","Bobby Farrelly

","
$16,397,335
","
$2,760,967
","
$19,158,302
"
The Iron Claw,/release/rl1537442561/?ref_=bo_yld_table_84,A24,"$4,868,370",-,"Dec 22, 2023",R,2 hr 12 min,"['Biography', 'Drama', 'Sport']",337 days/48 weeks,"2,794 theaters","Sean Durkin

","
$35,070,296
","
$10,134,153
","
$45,204,449
"
