Title,Links,Distributor,Opening,Budget,Release Date,MPAA,Running Time,Genres,In Release,Widest Release,Director,Domestic,International,Worldwide
Thelma,/release/rl4050812929/?ref_=bo_yld_table_91,Magnolia Pictures,"$2,303,222",-,"Jun 21, 2024",PG-13,1 hr 38 min,"['Action', 'Comedy']",154 days/22 weeks,"1,290 theaters","Josh Margolin

","
$9,002,073
","
$3,270,842
","
$12,272,915
"
Love Lies Bleeding,/release/rl3578626049/?ref_=bo_yld_table_92,A24,"$150,765",-,,R,1 hr 44 min,"['Action', 'Adventure', 'Crime', 'Mystery', 'Romance', 'Thriller']",259 days/37 weeks,"1,828 theaters","Rose Glass

","
$8,335,797
","
$4,442,128
","
$12,777,925
"
The Zone of Interest,/release/rl1134854913/?ref_=bo_yld_table_93,A24,,-,"Dec 8, 2023",PG-13,1 hr 45 min,"['Drama', 'History', 'War']",350 days/50 weeks,598 theaters,"Jonathan Glazer

","
$8,659,464
","
$44,138,562
","
$52,798,026
"
Spy x Family Code: White,/release/rl3075571713/?ref_=bo_yld_table_94,Crunchyroll,"$4,824,993",-,"Apr 19, 2024",PG-13,1 hr 50 min,"['Action', 'Animation', 'Comedy', 'Thriller']",217 days/31 weeks,"2,009 theaters","Kazuhiro Furuhashi

","
$8,110,042
","
$51,519,200
","
$59,629,242
"
Ferrari,/release/rl390496257/?ref_=bo_yld_table_95,Neon,"$3,921,773",-,"Dec 25, 2023",R,2 hr 10 min,"['Biography', 'Drama', 'History', 'Sport']",333 days/47 weeks,"2,386 theaters","Michael Mann

","
$18,550,028
","
$24,782,946
","
$43,332,974
"
The Chosen: S4 Episodes 7-8,/release/rl4189225729/?ref_=bo_yld_table_96,Fathom Events,"$3,286,746",-,"Feb 29, 2024",,,,267 days/38 weeks,"2,215 theaters",-,"
$7,729,152
","
$39,039
","
$7,768,191
"
Megalopolis,/release/rl2238742529/?ref_=bo_yld_table_97,Lionsgate Entertainment Corporation,"$4,007,797",-,"Sep 27, 2024",R,2 hr 18 min,"['Drama', 'Fantasy', 'Sci-Fi']",56 days/8 weeks,"1,854 theaters","Francis Ford Coppola

","
$7,629,085
","
$6,107,208
","
$13,736,293
"
Sight,/release/rl3532423937/?ref_=bo_yld_table_98,Angel Studios,"$2,795,447",-,"May 24, 2024",PG-13,1 hr 43 min,"['Biography', 'Drama', 'History']",182 days/26 weeks,"2,118 theaters","Andrew Hyatt

","
$7,206,741
","
–
","
$7,206,741
"
Haikyu!! The Dumpster Battle,/release/rl1130463233/?ref_=bo_yld_table_99,Crunchyroll,"$3,645,301",-,"May 31, 2024",PG-13,1 hr 25 min,"['Animation', 'Comedy', 'Drama', 'Sport']",175 days/25 weeks,"1,119 theaters","Susumu Mitsunaka

","
$7,071,622
","
$93,184,162
","
$100,255,784
"
Afraid,/release/rl183862017/?ref_=bo_yld_table_100,Sony Pictures Releasing,"$3,665,664",-,"Aug 30, 2024",PG-13,1 hr 24 min,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",84 days/12 weeks,"3,003 theaters","Chris Weitz

","
$6,725,687
","
$6,252,071
","
$12,977,758
"
The Hunger Games: The Ballad of Songbirds & Snakes,/release/rl1262387969/?ref_=bo_yld_table_101,Lionsgate,"$44,607,143",-,"Nov 17, 2023",PG-13,2 hr 37 min,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller', 'War']",371 days/53 weeks,"3,776 theaters","Francis Lawrence

","
$166,350,594
","
$182,549,425
","
$348,900,019
"
I.S.S.,/release/rl2101706753/?ref_=bo_yld_table_102,Bleecker Street Media,"$3,064,583",-,"Jan 19, 2024",R,1 hr 35 min,"['Sci-Fi', 'Thriller']",308 days/44 weeks,"2,518 theaters","Gabriela Cowperthwaite

","
$6,573,799
","
$31,280
","
$6,605,079
"
Cuckoo,/release/rl693927937/?ref_=bo_yld_table_103,Neon,"$3,030,437",-,"Aug 9, 2024",R,1 hr 42 min,"['Horror', 'Mystery', 'Thriller']",105 days/15 weeks,"1,503 theaters","Tilman Singer

","
$6,217,733
","
$462,663
","
$6,680,396
"
Back to Black,/release/rl4114907137/?ref_=bo_yld_table_104,Focus Features,"$2,835,720",-,"May 17, 2024",R,2 hr 2 min,"['Biography', 'Drama', 'Music']",189 days/27 weeks,"2,013 theaters","Sam Taylor-Johnson

","
$6,157,705
","
$44,733,132
","
$50,890,837
"
The Book of Clarence,/release/rl3598877441/?ref_=bo_yld_table_105,Sony Pictures Releasing,"$2,557,027",-,"Jan 12, 2024
            -
            Feb 22, 2024",PG-13,2 hr 9 min,"['Adventure', 'Comedy', 'Drama', 'History']",315 days/45 weeks,"2,010 theaters","Jeymes Samuel

","
$6,132,813
","
$72,417
","
$6,205,230
"
The Nightmare Before Christmas,/release/rl2634973185/?ref_=bo_yld_table_106,Walt Disney Studios Motion Pictures,"$2,419,235",-,"Oct 11, 2024",PG,1 hr 16 min,"['Animation', 'Family', 'Fantasy', 'Musical']",42 days/6 weeks,"1,860 theaters","Henry Selick

","
$6,124,705
","
$79
","
$6,124,784
"
Columbia 100th Anniversary Series,/release/rl4217536513/?ref_=bo_yld_table_107,Sony Pictures Releasing,"$18,856",-,"Apr 15, 2024",,17 hr 55 min,,221 days/31 weeks,466 theaters,-,"
$6,013,515
","
–
","
$6,216,473
"
Someone Like You,/release/rl1029799937/?ref_=bo_yld_table_108,Fathom Events,"$2,979,692",-,"Apr 5, 2024",PG,1 hr 58 min,['Romance'],231 days/33 weeks,"1,802 theaters","Tyler Russell

","
$5,937,306
","
–
","
$5,937,306
"
One Life,/release/rl1045987329/?ref_=bo_yld_table_109,Bleecker Street Media,"$1,713,505",-,"Mar 15, 2024",PG,1 hr 49 min,"['Biography', 'Drama', 'History']",252 days/36 weeks,"1,009 theaters","James Hawes

","
$5,716,885
","
$50,756,151
","
$56,473,036
"
Devara Part 1,/release/rl537755649/?ref_=bo_yld_table_110,Prathyangira Cinemas,"$5,600,000",-,"Sep 26, 2024",,2 hr 56 min,"['Action', 'Drama', 'Thriller']",57 days/8 weeks,"1,040 theaters","Koratala Siva

","
$5,600,000
","
$1,761,414
","
$7,361,414
"
Trolls Band Together,/release/rl577798913/?ref_=bo_yld_table_111,Universal Pictures,"$30,002,525",-,"Nov 17, 2023",PG,1 hr 31 min,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",371 days/53 weeks,"3,893 theaters","Walt Dohrn

","
$102,996,915
","
$106,375,875
","
$209,372,790
"
The Killer's Game,/release/rl1584037889/?ref_=bo_yld_table_112,Lionsgate,"$2,697,850",-,"Sep 13, 2024",R,1 hr 44 min,"['Action', 'Comedy', 'Thriller']",70 days/10 weeks,"2,623 theaters","J.J. Perry

","
$5,404,378
","
$523,973
","
$5,928,351
"
My Old Ass,/release/rl1534951425/?ref_=bo_yld_table_113,Amazon/MGM,"$167,853",-,"Sep 13, 2024",R,1 hr 29 min,"['Comedy', 'Drama', 'Romance']",70 days/10 weeks,"1,390 theaters","Megan Park

","
$5,372,282
","
$333,613
","
$5,705,895
"
White Bird,/release/rl3681714945/?ref_=bo_yld_table_114,Lionsgate,"$1,557,893",-,"Oct 4, 2024",PG-13,2 hr 1 min,"['Biography', 'Drama', 'Family', 'War']",49 days/7 weeks,"1,038 theaters","Marc Forster

","
$5,069,171
","
$3,453,635
","
$8,522,806
"
My Hero Academia: You're Next,/release/rl1735819265/?ref_=bo_yld_table_115,Toho International,"$3,007,027",-,"Oct 11, 2024",PG-13,1 hr 50 min,"['Action', 'Animation', 'Sci-Fi']",42 days/6 weeks,"1,845 theaters","Tensai Okamura

","
$5,041,781
","
$26,666,537
","
$31,708,318
"
Kinds of Kindness,/release/rl1784381441/?ref_=bo_yld_table_116,Searchlight Pictures,"$377,289",-,"Jun 21, 2024
            -
            Aug 1, 2024",R,2 hr 44 min,"['Comedy', 'Drama', 'Horror']",154 days/22 weeks,920 theaters,"Yorgos Lanthimos

","
$5,038,931
","
$11,359,578
","
$16,398,509
"
Drive-Away Dolls,/release/rl948929281/?ref_=bo_yld_table_117,Focus Features,"$2,404,330",-,"Feb 23, 2024",R,1 hr 24 min,"['Action', 'Comedy', 'Thriller']",273 days/39 weeks,"2,280 theaters","Ethan Coen

","
$5,028,215
","
$2,907,148
","
$7,935,363
"
I Saw the TV Glow,/release/rl660111361/?ref_=bo_yld_table_118,A24,"$119,015",-,"May 3, 2024",PG-13,1 hr 40 min,"['Drama', 'Horror']",203 days/29 weeks,469 theaters,"Jane Schoenbrun

","
$5,017,817
","
$365,019
","
$5,382,836
"
Wicked Little Letters,/release/rl2539618305/?ref_=bo_yld_table_119,Sony Pictures Releasing,"$76,654",-,"Mar 29, 2024",R,1 hr 40 min,"['Comedy', 'Crime', 'Drama', 'History', 'Mystery']",238 days/34 weeks,"1,009 theaters","Thea Sharrock

","
$5,008,179
","
$22,211,550
","
$27,219,729
"
Dìdi,/release/rl4266885121/?ref_=bo_yld_table_120,Focus Features,"$207,307",-,"Jul 26, 2024",R,1 hr 33 min,"['Comedy', 'Drama']",119 days/17 weeks,435 theaters,"Sean Wang

","
$4,839,360
","
$292,970
","
$5,132,330
"
Origin,/release/rl2705620993/?ref_=bo_yld_table_121,Neon,"$117,063",-,"Dec 8, 2023
            -
            Jan 19, 2024",PG-13,2 hr 21 min,"['Drama', 'History']",350 days/50 weeks,664 theaters,"Ava DuVernay

","
$4,689,830
","
$147,766
","
$4,837,596
"
Land of Bad,/release/rl3091824641/?ref_=bo_yld_table_122,The Avenue Entertainment,"$1,840,510",-,"Feb 16, 2024",R,1 hr 53 min,"['Action', 'Thriller']",280 days/40 weeks,"1,317 theaters","William Eubank

","
$4,620,045
","
$2,401,056
","
$7,021,101
"
The Exorcism,/release/rl3916201985/?ref_=bo_yld_table_123,Vertical Entertainment,"$2,457,041",-,"Jun 21, 2024",R,1 hr 35 min,"['Horror', 'Thriller']",154 days/22 weeks,"2,240 theaters","Joshua John Miller

","
$4,530,418
","
$5,129,022
","
$9,659,440
"
In a Violent Nature,/release/rl2237497345/?ref_=bo_yld_table_124,IFC Films,"$2,155,346",-,"May 31, 2024",,1 hr 34 min,"['Drama', 'Horror', 'Thriller']",175 days/25 weeks,"1,426 theaters","Chris Nash

","
$4,229,999
","
$331,657
","
$4,561,656
"
The Apprentice,/release/rl3423567873/?ref_=bo_yld_table_125,Briarcliff Entertainment,"$1,613,233",-,"Oct 11, 2024",R,2 hr 2 min,"['Biography', 'Drama', 'History']",42 days/6 weeks,"1,740 theaters","Ali Abbasi

","
$3,989,759
","
$8,023,634
","
$12,013,393
"
A Real Pain,/release/rl3277815809/?ref_=bo_yld_table_126,Searchlight Pictures,"$228,856",-,"Nov 1, 2024",R,1 hr 30 min,"['Comedy', 'Drama']",21 days/3 weeks,"1,185 theaters","Jesse Eisenberg

","
$3,850,588
","
$684,416
","
$4,535,004
"
Babes,/release/rl3328147457/?ref_=bo_yld_table_127,Neon,"$163,130",-,"May 17, 2024",R,1 hr 44 min,['Comedy'],189 days/27 weeks,"1,118 theaters","Pamela Adlon

","
$3,800,038
","
$98,704
","
$3,898,742
"
Perfect Days,/release/rl1380614145/?ref_=bo_yld_table_128,Neon,"$100,924",-,"Feb 7, 2024",PG,2 hr 4 min,['Drama'],289 days/41 weeks,271 theaters,"Wim Wenders

","
$3,766,668
","
$21,888,132
","
$25,654,800
"
Oppenheimer,/release/rl3725886209/?ref_=bo_yld_table_129,Universal Pictures,"$82,455,420",-,"Jul 21, 2023",R,3 hr,"['Biography', 'Drama', 'History']",490 days/70 weeks,"3,761 theaters","Christopher Nolan

","
$329,862,540
","
$645,732,438
","
$975,594,978
"
All of Us Strangers,/release/rl4171596545/?ref_=bo_yld_table_130,Searchlight Pictures,"$117,965",-,"Dec 22, 2023",R,1 hr 45 min,"['Drama', 'Romance']",336 days/48 weeks,295 theaters,"Andrew Haigh

","
$4,050,103
","
$16,175,955
","
$20,226,058
"
Shrek 2,/release/rl3143663617/?ref_=bo_yld_table_131,DreamWorks,"$1,455,260","$150,000,000","Apr 12, 2024",PG,1 hr 33 min,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",224 days/32 weeks,"1,512 theaters","Andrew Adamson

","
$3,427,910
","
–
","
$3,428,181
"
Wish,/release/rl3097657857/?ref_=bo_yld_table_132,Walt Disney Studios Motion Pictures,"$19,698,228",-,"Nov 22, 2023",PG,1 hr 35 min,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",366 days/52 weeks,"3,900 theaters","Chris Buck

","
$63,973,821
","
$191,023,539
","
$254,997,360
"
God's Not Dead: In God We Trust,/release/rl359956481/?ref_=bo_yld_table_133,Fathom Events,"$1,503,593",-,"Sep 12, 2024",,1 hr 36 min,['Drama'],71 days/10 weeks,"1,392 theaters","Vance Null

","
$3,269,322
","
–
","
$3,269,322
"
The Lord of the Rings: The Fellowship of the Ring,/release/rl1515814913/?ref_=bo_yld_table_134,Fathom Events,"$2,456,745","$93,000,000","Jun 7, 2024",PG-13,2 hr 58 min,"['Action', 'Adventure', 'Drama', 'Fantasy']",168 days/24 weeks,"1,529 theaters","Peter Jackson

","
$3,256,658
","
$821,686
","
$4,078,344
"
2024 Oscar Nominated Short Films: Documentary,/release/rl3427958785/?ref_=bo_yld_table_135,ShortsTV,"$845,202",-,"Feb 16, 2024",,2 hr 13 min,,280 days/40 weeks,367 theaters,-,"
$3,162,293
","
–
","
$3,162,293
"
The Front Room,/release/rl2993455105/?ref_=bo_yld_table_136,A24,"$1,585,440",-,"Sep 6, 2024",R,1 hr 34 min,"['Horror', 'Thriller']",77 days/11 weeks,"2,095 theaters","Max Eggers

","
$3,092,269
","
$73,092
","
$3,165,361
"
Strange Darling,/release/rl3875766273/?ref_=bo_yld_table_137,,"$1,142,928",-,"Aug 23, 2024",R,1 hr 37 min,"['Horror', 'Thriller']",91 days/13 weeks,"1,135 theaters","JT Mollner

","
$3,083,595
","
$679,134
","
$3,762,729
"
The Long Game,/release/rl1080066049/?ref_=bo_yld_table_138,,"$1,300,398",-,"Apr 12, 2024",PG,1 hr 52 min,"['Drama', 'History', 'Sport']",224 days/32 weeks,"1,030 theaters","Julio Quintana

","
$3,060,040
","
–
","
$3,060,040
"
Jesus Thirsts: The Miracle of the Eucharist,/release/rl1666940929/?ref_=bo_yld_table_139,Fathom Events,,-,,,1 hr 30 min,['Documentary'],171 days/24 weeks,"1,112 theaters","Tim Moriarty

","
$2,927,121
","
–
","
$2,927,121
"
1992,/release/rl1916895233/?ref_=bo_yld_table_140,Lionsgate,"$1,418,905",-,"Aug 30, 2024",R,1 hr 37 min,"['Action', 'Drama', 'Thriller']",84 days/12 weeks,875 theaters,"Ariel Vromen

","
$2,906,073
","
–
","
$2,906,073
"
The Fabulous Four,/release/rl2239397889/?ref_=bo_yld_table_141,Bleecker Street Media,"$1,042,021",-,"Jul 26, 2024",R,1 hr 38 min,['Comedy'],119 days/17 weeks,"1,045 theaters","Jocelyn Moorhouse

","
$2,854,291
","
$654,080
","
$3,508,371
"
My Penguin Friend,/release/rl526942209/?ref_=bo_yld_table_142,Roadside Attractions,"$1,033,435",-,"Aug 16, 2024",PG,1 hr 37 min,"['Adventure', 'Drama', 'Family']",98 days/14 weeks,"1,083 theaters","David Schurmann

","
$2,769,460
","
$2,275,091
","
$5,044,551
"
Absolution,/release/rl4128407553/?ref_=bo_yld_table_143,The Samuel Goldwyn Company,"$1,381,692",-,"Nov 1, 2024",R,1 hr 52 min,"['Action', 'Crime', 'Mystery', 'Thriller']",21 days/3 weeks,"1,500 theaters","Hans Petter Moland

","
$2,716,343
","
$765,944
","
$3,482,287
"
The Taste of Things,/release/rl3267265281/?ref_=bo_yld_table_144,IFC Films,"$130,050",-,"Feb 9, 2024",PG-13,2 hr 15 min,"['Drama', 'History', 'Romance']",287 days/41 weeks,505 theaters,"Anh Hung Tran

","
$2,654,510
","
$7,808,967
","
$10,463,477
"
GHOST: Rite Here Rite Now,/release/rl4268916737/?ref_=bo_yld_table_145,Trafalgar Releasing,"$1,521,550",-,"Jun 20, 2024",,2 hr 25 min,['Music'],155 days/22 weeks,755 theaters,"Tobias Forge

","
$2,647,702
","
$2,125,252
","
$4,772,954
"
Ezra,/release/rl3211558913/?ref_=bo_yld_table_146,Bleecker Street Media,"$1,242,678",-,"May 31, 2024",R,1 hr 41 min,"['Comedy', 'Drama']",175 days/25 weeks,"1,320 theaters","Tony Goldwyn

","
$2,631,460
","
$1,870,733
","
$4,502,193
"
Sight & Sound Presents: Daniel LIVE,/release/rl3607461889/?ref_=bo_yld_table_147,Fathom Events,"$1,979,305",-,"Aug 30, 2024",,,['Musical'],84 days/12 weeks,851 theaters,-,"
$2,629,933
","
–
","
$2,629,933
"
Boy Kills World,/release/rl3579478017/?ref_=bo_yld_table_148,Roadside Attractions,"$1,682,525",-,"Apr 26, 2024",R,1 hr 51 min,"['Action', 'Crime', 'Thriller']",210 days/30 weeks,"1,993 theaters","Moritz Mohr

","
$2,626,127
","
$643,341
","
$3,269,468
"
Escape from Germany,/release/rl190087169/?ref_=bo_yld_table_149,Susan Tuckett Media,"$168,019",-,"Apr 12, 2024",PG,1 hr 37 min,"['Drama', 'History', 'War']",224 days/32 weeks,131 theaters,"T.C. Christensen

","
$2,616,475
","
–
","
$2,616,475
"
Jung Kook: I Am Still,/release/rl1929478145/?ref_=bo_yld_table_150,Trafalgar Releasing,"$1,425,748",-,"Sep 18, 2024",,1 hr 30 min,"['Documentary', 'Music']",65 days/9 weeks,769 theaters,"Park Jun-soo

","
$2,574,318
","
$8,188,899
","
$10,763,217
"
The Lord of the Rings: The Two Towers,/release/rl1566146561/?ref_=bo_yld_table_151,Fathom Events,"$1,907,130","$94,000,000","Jun 7, 2024",PG-13,2 hr 59 min,"['Action', 'Adventure', 'Drama', 'Fantasy']",168 days/24 weeks,"1,549 theaters","Peter Jackson

","
$2,566,412
","
$952,026
","
$3,521,214
"
The Blue Angels,/release/rl2657845249/?ref_=bo_yld_table_152,Amazon/MGM,"$1,404,820",-,"May 17, 2024
            -
            Jun 6, 2024",G,1 hr 33 min,['Documentary'],189 days/27 weeks,450 theaters,"Paul Crowder

","
$2,560,945
","
$16,126
","
$2,577,071
"
Problemista,/release/rl647529217/?ref_=bo_yld_table_153,A24,,-,"Mar 1, 2023",R,1 hr 44 min,['Comedy'],632 days/90 weeks,379 theaters,"Julio Torres

","
$2,503,154
","
$174,368
","
$2,677,522
"
The American Society of Magical Negroes,/release/rl2143191809/?ref_=bo_yld_table_154,Focus Features,"$1,304,270",-,"Mar 15, 2024",PG-13,1 hr 44 min,"['Comedy', 'Fantasy']",252 days/36 weeks,"1,153 theaters","Kobi Libii

","
$2,480,645
","
$15,603
","
$2,496,248
"
The Lord of the Rings: The Return of the King,/release/rl1348042753/?ref_=bo_yld_table_155,Fathom Events,,"$94,000,000","Jun 10, 2024",PG-13,3 hr 21 min,"['Action', 'Adventure', 'Drama', 'Fantasy']",165 days/23 weeks,"1,172 theaters","Peter Jackson

","
$2,450,927
","
$8,353,669
","
$10,808,515
"
Summer Camp,/release/rl308838401/?ref_=bo_yld_table_156,Roadside Attractions,"$1,086,602",-,"May 31, 2024",PG-13,1 hr 35 min,['Comedy'],175 days/25 weeks,"1,787 theaters","Castille Landon

","
$2,403,638
","
$241,230
","
$2,644,868
"
Sing Sing,/release/rl794591233/?ref_=bo_yld_table_157,A24,"$137,119",-,"Jul 12, 2024",R,1 hr 47 min,['Drama'],133 days/19 weeks,191 theaters,"Greg Kwedar

","
$2,403,211
","
$506,312
","
$2,909,523
"
Howl's Moving Castle,/release/rl2539094017/?ref_=bo_yld_table_158,Fathom Events,"$2,109,935",-,"Sep 26, 2024",PG,1 hr 59 min,"['Adventure', 'Animation', 'Family', 'Fantasy']",57 days/8 weeks,"1,592 theaters","Hayao Miyazaki

","
$2,384,690
","
$292,908
","
$2,677,598
"
"Hello, Love, Again",/release/rl119046145/?ref_=bo_yld_table_159,,"$2,326,000",-,"Nov 14, 2024",,2 hr 2 min,"['Drama', 'Romance']",8 days/1 week,248 theaters,"Cathy Garcia-Sampana

","
$2,326,000
","
$412,389
","
$2,738,389
"
Hitpig,/release/rl2189066241/?ref_=bo_yld_table_160,Viva Pictures,"$1,154,144",-,"Nov 1, 2024",PG,1 hr 26 min,"['Action', 'Adventure', 'Animation', 'Comedy']",21 days/3 weeks,"2,107 theaters","Cinzia Angelini

","
$2,324,019
","
$17,926
","
$2,341,945
"
Elevation,/release/rl2826403841/?ref_=bo_yld_table_161,Vertical Entertainment,"$1,216,578",-,"Nov 8, 2024",R,1 hr 31 min,"['Action', 'Sci-Fi', 'Thriller']",14 days/2 weeks,"1,416 theaters","George Nolfi

","
$2,321,801
","
$718,169
","
$3,039,970
"
Alien,/release/rl3362095105/?ref_=bo_yld_table_162,Walt Disney Studios Motion Pictures,"$1,550,424","$11,000,000","Apr 26, 2024",R,1 hr 57 min,"['Horror', 'Sci-Fi']",210 days/30 weeks,"1,750 theaters","Ridley Scott

","
$2,305,647
","
$19,049
","
$2,364,250
"
Exhuma,/release/rl123305985/?ref_=bo_yld_table_163,Well Go USA Entertainment,"$60,512",-,"Mar 15, 2024",,2 hr 14 min,"['Drama', 'Horror', 'Mystery', 'Thriller']",252 days/36 weeks,70 theaters,"Jang Jae-hyun

","
$2,310,900
","
$95,663,928
","
$97,974,828
"
In the Land of Saints and Sinners,/release/rl1012891649/?ref_=bo_yld_table_164,The Samuel Goldwyn Company,"$1,034,132",-,"Mar 29, 2024",R,1 hr 46 min,"['Action', 'Crime', 'Thriller']",238 days/34 weeks,896 theaters,"Robert Lorenz

","
$2,258,795
","
$1,371,183
","
$3,629,978
"
Bhool Bhulaiyaa 3,/release/rl4111826945/?ref_=bo_yld_table_165,,"$2,230,000",-,"Nov 1, 2024",,2 hr 38 min,"['Comedy', 'Horror']",21 days/3 weeks,754 theaters,"Anees Bazmee

","
$2,230,000
","
$3,154,569
","
$5,384,569
"
The Lion King,/release/rl628719617/?ref_=bo_yld_table_166,Walt Disney Studios Motion Pictures,"$1,055,070","$45,000,000","Jul 12, 2024",G,1 hr 28 min,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Musical']",133 days/19 weeks,"1,330 theaters","Roger Allers

","
$2,195,943
","
$114,736
","
$2,310,679
"
Singham Again,/release/rl3893723137/?ref_=bo_yld_table_167,Moviegoer,"$2,190,000",-,"Nov 1, 2024",,2 hr 24 min,"['Action', 'Drama']",21 days/3 weeks,749 theaters,"Rohit Shetty

","
$2,190,000
","
$3,285,541
","
$5,475,541
"
Stree 2,/release/rl2332131329/?ref_=bo_yld_table_168,Parthenos,"$2,570,000",-,"Aug 16, 2024",,2 hr 27 min,"['Comedy', 'Horror']",98 days/14 weeks,666 theaters,"Amar Kaushik

","
$2,570,000
","
$4,817,498
","
$7,387,498
"
The Holdovers,/release/rl92504833/?ref_=bo_yld_table_169,Focus Features,"$211,093",-,,R,2 hr 13 min,"['Comedy', 'Drama']",392 days/56 weeks,"1,601 theaters","Alexander Payne

","
$20,355,375
","
$25,279,655
","
$45,635,030
"
Average Joe,/release/rl2407038977/?ref_=bo_yld_table_170,Fathom Events,"$1,142,467",-,"Oct 11, 2024",PG-13,1 hr 40 min,['Family'],42 days/6 weeks,"1,713 theaters","Harold Cronk

","
$2,106,965
","
–
","
$2,106,965
"
The Ark and the Darkness,/release/rl71991297/?ref_=bo_yld_table_171,Fathom Events,"$32,021",-,"Mar 20, 2024",,2 hr 5 min,['Documentary'],247 days/35 weeks,"1,030 theaters","Ralph Strean

","
$2,097,560
","
–
","
$2,097,560
"
Between the Temples,/release/rl1778614273/?ref_=bo_yld_table_172,Sony Pictures Classics,"$647,757",-,"Aug 23, 2024",R,1 hr 51 min,['Comedy'],91 days/13 weeks,576 theaters,"Nathan Silver

","
$2,084,122
","
$172,251
","
$2,256,373
"
Lee,/release/rl157843457/?ref_=bo_yld_table_173,Roadside Attractions,"$713,255",-,"Sep 27, 2024",R,1 hr 57 min,"['Biography', 'Drama', 'History', 'War']",56 days/8 weeks,854 theaters,"Ellen Kuras

","
$2,002,106
","
$20,389,581
","
$22,391,687
"
Yolo,/release/rl4250501121/?ref_=bo_yld_table_174,Sony Pictures Releasing,"$827,632",-,"Mar 8, 2024",PG-13,2 hr 9 min,"['Action', 'Comedy', 'Drama', 'Sport']",259 days/37 weeks,200 theaters,"Ling Jia

","
$2,001,584
","
$5,239,977
","
$7,241,561
"
Queen Rock Montreal,/release/rl2169470977/?ref_=bo_yld_table_175,,"$2,000,000",-,"Jan 18, 2024",,1 hr 35 min,"['Documentary', 'Music']",309 days/44 weeks,387 theaters,"Saul Swimmer

","
$2,000,000
","
$537,304
","
$2,537,304
"
Look Back,/release/rl2063826945/?ref_=bo_yld_table_176,GKIDS,"$690,171",-,"Oct 4, 2024",,58 min,"['Animation', 'Drama']",49 days/7 weeks,531 theaters,"Kiyotaka Oshiyama

","
$1,990,545
","
$10,605,089
","
$12,595,634
"
SUGA: Agust D Tour 'D-DAY' the Movie,/release/rl459309057/?ref_=bo_yld_table_177,Trafalgar Releasing,"$990,881",-,"Apr 10, 2024",,1 hr 24 min,"['Documentary', 'Music']",226 days/32 weeks,787 theaters,"Park Jun-soo

","
$1,951,896
","
$4,839,955
","
$6,791,851
"
Out of Darkness,/release/rl911245313/?ref_=bo_yld_table_178,Bleecker Street Media,"$979,822",-,"Feb 9, 2024",R,1 hr 28 min,"['Horror', 'Thriller']",287 days/41 weeks,897 theaters,"Andrew Cumming

","
$1,951,547
","
$35,734
","
$1,987,281
"
Tillu Square,/release/rl2472509441/?ref_=bo_yld_table_179,Friday Entertainment,"$1,870,000",-,"Mar 29, 2024",,2 hr 17 min,"['Action', 'Comedy', 'Crime', 'Drama', 'Romance']",238 days/34 weeks,450 theaters,"Mallik Ram

","
$1,870,000
","
$380,679
","
$2,250,679
"
Blue Lock: Episode Nagi,/release/rl1180794881/?ref_=bo_yld_table_180,Crunchyroll,"$1,043,969",-,"Jun 28, 2024",PG-13,1 hr 31 min,"['Animation', 'Drama', 'Sport', 'Thriller']",147 days/21 weeks,857 theaters,"Shunsuke Ishikawa

","
$1,855,384
","
$12,436,177
","
$14,291,561
"
The Firing Squad,/release/rl476610561/?ref_=bo_yld_table_181,Atlas Distribution Company,"$893,100",-,"Aug 2, 2024",PG-13,1 hr 33 min,"['Adventure', 'Biography', 'Drama']",112 days/16 weeks,810 theaters,"Timothy A. Chey

","
$1,757,110
","
–
","
$1,757,110
"
Sam and Colby: The Legends of the Paranormal,/release/rl856653825/?ref_=bo_yld_table_182,AMC Theaters,"$1,755,000",-,"Oct 4, 2024",,1 hr 38 min,"['Adventure', 'Documentary', 'Horror', 'Mystery']",49 days/7 weeks,302 theaters,"Colby Brock

","
$1,755,000
","
–
","
$1,755,000
"
City of Dreams,/release/rl326860801/?ref_=bo_yld_table_183,Roadside Attractions,"$1,245,167",-,"Aug 30, 2024",R,1 hr 54 min,"['Drama', 'Thriller']",84 days/12 weeks,774 theaters,"Mohit Ramchandani

","
$1,713,427
","
–
","
$1,713,427
"
Hocus Pocus,/release/rl3356590081/?ref_=bo_yld_table_184,Buena Vista International,"$863,130",-,"Oct 18, 2024",PG,1 hr 36 min,"['Comedy', 'Family', 'Fantasy', 'Horror']",35 days/5 weeks,"1,595 theaters","Kenny Ortega

","
$1,706,986
","
$982,766
","
$2,689,752
"
Overlord: The Sacred Kingdom,/release/rl84115457/?ref_=bo_yld_table_185,Sony Pictures Releasing,"$1,112,655",-,"Nov 8, 2024",R,2 hr 15 min,"['Action', 'Adventure', 'Animation', 'Fantasy']",14 days/2 weeks,621 theaters,"Naoyuki Itô

","
$1,650,280
","
$5,786,935
","
$7,437,215
"
