Title,Links,Distributor,Opening,Budget,Release Date,MPAA,Running Time,Genres,In Release,Widest Release,Director,Domestic,International,Worldwide
The Beekeeper,/release/rl2912715521/?ref_=bo_yld_table_28,Metro-Goldwyn-Mayer (MGM),"$16,576,007",-,"Jan 12, 2024",R,1 hr 45 min,"['Action', 'Crime', 'Thriller']",315 days/45 weeks,"3,337 theaters","David Ayer

","
$66,220,535
","
$86,500,000
","
$152,720,535
"
Anyone But You,/release/rl3616572161/?ref_=bo_yld_table_29,Columbia Pictures,"$6,000,344",-,"Dec 22, 2023",R,1 hr 43 min,"['Comedy', 'Romance']",336 days/48 weeks,"3,055 theaters","Will Gluck

","
$88,319,668
","
$131,977,531
","
$220,297,199
"
Transformers One,/release/rl3760947969/?ref_=bo_yld_table_30,Paramount Pictures,"$24,613,970",-,"Sep 20, 2024",PG,1 hr 44 min,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Sci-Fi']",63 days/9 weeks,"3,978 theaters","Josh Cooley

","
$59,054,170
","
$69,833,933
","
$128,888,103
"
Joker: Folie à Deux,/release/rl2339995649/?ref_=bo_yld_table_31,Warner Bros.,"$37,678,467",-,"Oct 4, 2024",R,2 hr 18 min,"['Crime', 'Drama', 'Musical', 'Thriller']",49 days/7 weeks,"4,102 theaters","Todd Phillips

","
$58,300,287
","
$148,100,000
","
$206,400,287
"
Terrifier 3,/release/rl2221441025/?ref_=bo_yld_table_32,Cineverse,"$18,928,113",-,"Oct 11, 2024",,2 hr 5 min,['Horror'],42 days/6 weeks,"2,762 theaters","Damien Leone

","
$53,981,071
","
$32,919,453
","
$86,900,524
"
Challengers,/release/rl2915664641/?ref_=bo_yld_table_33,United Artists Releasing,"$15,011,061",-,"Apr 26, 2024",R,2 hr 11 min,"['Comedy', 'Drama', 'Romance', 'Sport']",210 days/30 weeks,"3,477 theaters","Luca Guadagnino

","
$50,119,408
","
$45,900,000
","
$96,019,408
"
Aquaman and the Lost Kingdom,/release/rl3003745793/?ref_=bo_yld_table_34,Warner Bros.,"$27,686,211",-,"Dec 22, 2023",PG-13,2 hr 4 min,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",336 days/48 weeks,"3,787 theaters","James Wan

","
$124,481,226
","
$314,900,000
","
$439,381,226
"
Argylle,/release/rl4071392001/?ref_=bo_yld_table_35,Universal Pictures International (UPI),"$17,473,540",-,"Feb 2, 2024",PG-13,2 hr 19 min,"['Action', 'Comedy', 'Thriller']",294 days/42 weeks,"3,647 theaters","Matthew Vaughn

","
$45,207,275
","
$51,013,786
","
$96,221,061
"
Madame Web,/release/rl1379697409/?ref_=bo_yld_table_36,Columbia Pictures,"$15,335,860",-,"Feb 14, 2024",PG-13,1 hr 56 min,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",282 days/40 weeks,"4,013 theaters","S.J. Clarkson

","
$43,817,106
","
$56,681,658
","
$100,498,764
"
Trap,/release/rl562070273/?ref_=bo_yld_table_37,Warner Bros.,"$15,454,146",-,"Aug 2, 2024",PG-13,1 hr 45 min,"['Crime', 'Horror', 'Mystery', 'Thriller']",112 days/16 weeks,"3,181 theaters","M. Night Shyamalan

","
$42,777,281
","
$39,900,000
","
$82,677,281
"
Red One,/release/rl2841083905/?ref_=bo_yld_table_38,,"$32,106,112",-,"Nov 15, 2024",PG-13,2 hr 3 min,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mystery']",7 days/1 week,"4,032 theaters","Jake Kasdan

","
$39,624,947
","
$51,100,000
","
$90,724,947
"
Speak No Evil,/release/rl999260929/?ref_=bo_yld_table_39,Universal Pictures,"$11,397,595",-,"Sep 13, 2024",R,1 hr 50 min,"['Drama', 'Horror', 'Thriller']",70 days/10 weeks,"3,375 theaters","James Watkins

","
$36,931,420
","
$39,811,836
","
$76,743,256
"
The Strangers: Chapter 1,/release/rl793346049/?ref_=bo_yld_table_40,Lionsgate,"$11,825,058",-,"May 17, 2024",R,1 hr 31 min,['Horror'],189 days/27 weeks,"2,856 theaters","Renny Harlin

","
$35,202,562
","
$12,600,723
","
$47,803,285
"
Coraline,/release/rl2607513601/?ref_=bo_yld_table_41,Fathom Events,"$9,832,281","$60,000,000","Aug 15, 2024",PG,1 hr 40 min,"['Animation', 'Drama', 'Family', 'Fantasy']",99 days/14 weeks,"1,564 theaters","Henry Selick

","
$33,626,425
","
$18,745,462
","
$52,371,887
"
Night Swim,/release/rl2046198529/?ref_=bo_yld_table_42,Universal Pictures International (UPI),"$11,797,155",-,"Jan 5, 2024",PG-13,1 hr 38 min,"['Horror', 'Thriller']",322 days/46 weeks,"3,257 theaters","Bryce McGuire

","
$32,494,740
","
$22,273,577
","
$54,768,317
"
The Boys in the Boat,/release/rl43614977/?ref_=bo_yld_table_43,Amazon/MGM,"$8,400,548",-,"Dec 25, 2023",PG-13,2 hr 3 min,"['Biography', 'Drama', 'Sport']",333 days/47 weeks,"2,687 theaters","George Clooney

","
$52,641,306
","
$2,860,059
","
$55,501,365
"
Reagan,/release/rl4133781505/?ref_=bo_yld_table_44,ShowBiz Direct,"$7,650,720",-,"Aug 30, 2024",PG-13,2 hr 21 min,"['Biography', 'Drama', 'History']",84 days/12 weeks,"2,770 theaters","Sean McNamara

","
$30,047,417
","
$59,756
","
$30,107,173
"
The Forge,/release/rl1795064577/?ref_=bo_yld_table_45,Affirm Films,"$6,659,508",-,"Aug 23, 2024",PG,2 hr 4 min,"['Drama', 'Family']",91 days/13 weeks,"1,921 theaters","Alex Kendrick

","
$29,110,473
","
$11,235,032
","
$40,345,505
"
Horizon: An American Saga - Chapter 1,/release/rl3484517121/?ref_=bo_yld_table_46,Warner Bros.,"$11,052,561",-,"Jun 28, 2024",R,3 hr 1 min,"['Drama', 'Western']",147 days/21 weeks,"3,334 theaters","Kevin Costner

","
$29,035,702
","
$9,200,000
","
$38,235,702
"
Imaginary,/release/rl3180495617/?ref_=bo_yld_table_47,Lionsgate,"$9,912,713",-,"Mar 8, 2024",PG-13,1 hr 44 min,"['Horror', 'Mystery', 'Thriller']",259 days/37 weeks,"3,118 theaters","Jeff Wadlow

","
$28,009,161
","
$15,777,873
","
$43,787,034
"
Conclave,/release/rl3898179585/?ref_=bo_yld_table_48,Focus Features,"$6,601,995",-,"Oct 25, 2024",PG,2 hr,"['Drama', 'Thriller']",28 days/4 weeks,"2,377 theaters","Edward Berger

","
$27,864,055
","
$2,329,910
","
$30,193,965
"
Abigail,/release/rl1488880385/?ref_=bo_yld_table_49,Universal Pictures,"$10,297,110",-,"Apr 19, 2024",R,1 hr 49 min,"['Horror', 'Thriller']",217 days/31 weeks,"3,393 theaters","Matt Bettinelli-Olpin

","
$25,867,515
","
$16,922,474
","
$42,789,989
"
Monkey Man,/release/rl290357249/?ref_=bo_yld_table_50,Universal Pictures,"$10,119,435",-,"Apr 5, 2024",R,2 hr 1 min,"['Action', 'Crime', 'Thriller']",231 days/33 weeks,"3,037 theaters","Dev Patel

","
$25,116,955
","
$10,154,676
","
$35,271,631
"
Arthur the King,/release/rl1589609217/?ref_=bo_yld_table_51,Lionsgate,"$7,633,898",-,"Mar 15, 2024",PG-13,1 hr 47 min,"['Adventure', 'Drama', 'Sport']",252 days/36 weeks,"3,003 theaters","Simon Cellan Jones

","
$25,049,006
","
$15,780,132
","
$40,829,138
"
We Live in Time,/release/rl2825682945/?ref_=bo_yld_table_52,A24,"$232,615",-,"Oct 11, 2024",R,1 hr 48 min,"['Drama', 'Romance']",42 days/6 weeks,"2,968 theaters","John Crowley

","
$24,339,334
","
$5,133,444
","
$29,472,778
"
Poor Things,/release/rl3566306049/?ref_=bo_yld_table_53,Searchlight Pictures,"$661,230",-,"Dec 8, 2023",R,2 hr 21 min,"['Comedy', 'Drama', 'Romance', 'Sci-Fi']",350 days/50 weeks,"2,300 theaters","Yorgos Lanthimos

","
$34,553,225
","
$83,072,230
","
$117,625,455
"
Blink Twice,/release/rl4082008065/?ref_=bo_yld_table_54,Amazon/MGM,"$7,301,894",-,"Aug 23, 2024",R,1 hr 42 min,"['Mystery', 'Thriller']",91 days/13 weeks,"3,067 theaters","Zoë Kravitz

","
$23,093,906
","
$23,300,000
","
$46,393,906
"
Heretic,/release/rl2876014593/?ref_=bo_yld_table_55,A24,"$10,829,810",-,"Nov 8, 2024",R,1 hr 51 min,"['Horror', 'Thriller']",14 days/2 weeks,"3,230 theaters","Scott Beck

","
$22,533,653
","
$7,141,040
","
$29,674,693
"
The Best Christmas Pageant Ever,/release/rl457277441/?ref_=bo_yld_table_56,Lionsgate,"$10,773,559",-,"Nov 8, 2024",PG,1 hr 39 min,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Romance']",14 days/2 weeks,"3,020 theaters","Dallas Jenkins

","
$22,015,822
","
$68,179
","
$22,084,001
"
The Bikeriders,/release/rl620462849/?ref_=bo_yld_table_57,Focus Features,"$9,698,275",-,"Jun 21, 2024",R,1 hr 56 min,"['Crime', 'Drama']",154 days/22 weeks,"2,692 theaters","Jeff Nichols

","
$21,714,630
","
$14,257,228
","
$35,971,858
"
The Ministry of Ungentlemanly Warfare,/release/rl3964305409/?ref_=bo_yld_table_58,Lionsgate,"$8,913,698",-,"Apr 19, 2024",R,2 hr 2 min,"['Action', 'Comedy', 'War']",217 days/31 weeks,"2,845 theaters","Guy Ritchie

","
$20,535,053
","
$6,439,880
","
$26,974,933
"
Fly Me to the Moon,/release/rl810057729/?ref_=bo_yld_table_59,Columbia Pictures,"$9,402,176",-,"Jul 12, 2024",PG-13,2 hr 12 min,"['Comedy', 'Romance']",133 days/19 weeks,"3,356 theaters","Greg Berlanti

","
$20,532,222
","
$21,693,132
","
$42,225,354
"
Unsung Hero,/release/rl832733953/?ref_=bo_yld_table_60,Lionsgate,"$7,731,539",-,"Apr 26, 2024",PG,1 hr 53 min,"['Drama', 'Family']",210 days/30 weeks,"2,832 theaters","Richard L. Ramsey

","
$20,335,239
","
$879,092
","
$21,214,331
"
The First Omen,/release/rl591495169/?ref_=bo_yld_table_61,Walt Disney Studios Motion Pictures,"$8,353,710",-,"Apr 5, 2024",R,1 hr 59 min,['Horror'],231 days/33 weeks,"3,375 theaters","Arkasha Stevenson

","
$20,092,802
","
$33,753,078
","
$53,845,880
"
Cabrini,/release/rl776962049/?ref_=bo_yld_table_62,Angel Studios,"$7,168,520",-,"Mar 8, 2024",PG-13,2 hr 22 min,"['Biography', 'Drama']",259 days/37 weeks,"2,850 theaters","Alejandro Monteverde

","
$19,512,134
","
$948,781
","
$20,460,915
"
American Fiction,/release/rl2073330433/?ref_=bo_yld_table_63,Metro-Goldwyn-Mayer (MGM),"$224,469",-,,R,1 hr 57 min,"['Comedy', 'Drama']",343 days/49 weeks,"1,902 theaters","Cord Jefferson

","
$21,098,470
","
$1,384,900
","
$22,483,370
"
Ordinary Angels,/release/rl226919169/?ref_=bo_yld_table_64,Lionsgate Entertainment Corporation,"$6,163,600",-,"Feb 23, 2024",PG,1 hr 58 min,['Drama'],273 days/39 weeks,"3,020 theaters","Jon Gunn

","
$19,174,421
","
$1,397,113
","
$20,571,534
"
The Iron Claw,/release/rl1537442561/?ref_=bo_yld_table_65,A24,"$4,868,370",-,"Dec 22, 2023",R,2 hr 12 min,"['Biography', 'Drama', 'Sport']",336 days/48 weeks,"2,794 theaters","Sean Durkin

","
$35,070,296
","
$10,134,153
","
$45,204,449
"
The Watchers,/release/rl2180940545/?ref_=bo_yld_table_66,Warner Bros.,"$7,003,537",-,"Jun 7, 2024",PG-13,1 hr 42 min,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",168 days/24 weeks,"3,351 theaters","Ishana Shyamalan

","
$19,071,404
","
$14,200,000
","
$33,271,404
"
Tarot,/release/rl3080028929/?ref_=bo_yld_table_67,Screen Gems,"$6,503,012",-,"May 3, 2024",PG-13,1 hr 32 min,['Horror'],203 days/29 weeks,"3,104 theaters","Spenser Cohen

","
$18,771,004
","
$30,485,235
","
$49,256,239
"
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,/release/rl709394433/?ref_=bo_yld_table_68,Sony Pictures Releasing/Crunchyroll,"$11,505,414",-,"Feb 23, 2024",R,1 hr 44 min,"['Action', 'Animation']",273 days/39 weeks,"1,949 theaters","Haruo Sotozaki

","
$17,657,658
","
$26,697,167
","
$44,354,825
"
Harold and the Purple Crayon,/release/rl2031190785/?ref_=bo_yld_table_69,Columbia Pictures,"$6,003,197",-,"Aug 2, 2024",PG,1 hr 30 min,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",112 days/16 weeks,"3,325 theaters","Carlos Saldanha

","
$17,640,924
","
$14,152,120
","
$31,793,044
"
The Color Purple,/release/rl577012481/?ref_=bo_yld_table_70,Warner Bros.,"$11,737,072",-,"Dec 25, 2023",PG-13,2 hr 21 min,"['Drama', 'Musical']",333 days/47 weeks,"3,218 theaters","Blitz Bazawule

","
$60,619,191
","
$8,200,000
","
$68,819,191
"
The Substance,/release/rl2684977153/?ref_=bo_yld_table_71,MUBI,"$3,205,212",-,"Sep 20, 2024",R,2 hr 21 min,"['Drama', 'Horror']",63 days/9 weeks,"1,949 theaters","Coralie Fargeat

","
$16,311,123
","
$37,575,942
","
$53,887,065
"
Immaculate,/release/rl2219802625/?ref_=bo_yld_table_72,Neon,"$5,338,921",-,"Mar 22, 2024",R,1 hr 29 min,['Horror'],245 days/35 weeks,"2,362 theaters","Michael Mohan

","
$15,671,307
","
$12,783,271
","
$28,454,578
"
Borderlands,/release/rl3466691329/?ref_=bo_yld_table_73,Lionsgate,"$8,601,572",-,"Aug 9, 2024",PG-13,1 hr 41 min,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Thriller']",105 days/15 weeks,"3,125 theaters","Eli Roth

","
$15,482,668
","
$17,495,842
","
$32,978,510
"
MaXXXine,/release/rl4208624385/?ref_=bo_yld_table_74,A24,"$6,705,038",-,"Jul 5, 2024",R,1 hr 43 min,"['Crime', 'Horror']",140 days/20 weeks,"2,450 theaters","Ti West

","
$15,097,632
","
$6,959,445
","
$22,057,077
"
The Chosen: S4 Episodes 1-3,/release/rl2209514241/?ref_=bo_yld_table_75,Fathom Events,"$5,949,435",-,"Feb 1, 2024",,1 hr 20 min,,295 days/42 weeks,"2,280 theaters",-,"
$14,409,169
","
$464,749
","
$14,873,918
"
Star Wars: Episode I - The Phantom Menace,/release/rl1901887489/?ref_=bo_yld_table_76,Walt Disney Studios Motion Pictures,"$8,723,194","$115,000,000","May 3, 2024",PG,2 hr 16 min,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",203 days/29 weeks,"2,700 theaters","George Lucas

","
$13,029,994
","
$6,400,000
","
$19,429,994
"
Kalki 2898 AD,/release/rl2876276737/?ref_=bo_yld_table_77,Prathyangira Cinemas,"$5,668,275",-,"Jun 27, 2024",,3 hr,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi', 'Thriller']",148 days/21 weeks,"1,049 theaters","Nag Ashwin

","
$18,289,575
","
$7,042,267
","
$25,331,842
"
Am I Racist?,/release/rl3329982465/?ref_=bo_yld_table_78,SDG Releasing,"$4,544,063",-,"Sep 13, 2024",PG-13,1 hr 40 min,"['Comedy', 'Documentary']",70 days/10 weeks,"1,600 theaters","Justin Folk

","
$12,311,598
","
–
","
$12,311,598
"
Here,/release/rl2858385409/?ref_=bo_yld_table_79,Sony Pictures Releasing,"$4,875,195",-,,PG-13,1 hr 44 min,['Drama'],21 days/3 weeks,"2,732 theaters","Robert Zemeckis

","
$12,067,695
","
$835,578
","
$12,903,273
"
Sound of Hope: The Story of Possum Trot,/release/rl812417025/?ref_=bo_yld_table_80,Angel Studios,"$3,078,758",-,"Jul 4, 2024",PG-13,2 hr 10 min,['Drama'],141 days/20 weeks,"2,200 theaters","Joshua Weigel

","
$11,647,099
","
$74,326
","
$11,721,425
"
Godzilla Minus One,/release/rl1285456641/?ref_=bo_yld_table_81,Toho International,"$11,419,975",-,"Dec 1, 2023",PG-13,2 hr 4 min,"['Action', 'Adventure', 'Drama', 'Horror', 'Sci-Fi']",357 days/51 weeks,"2,622 theaters","Takashi Yamazaki

","
$57,144,669
","
$56,531,653
","
$113,676,322
"
Anora,/release/rl779911169/?ref_=bo_yld_table_82,Neon,"$550,503",-,"Oct 18, 2024",R,2 hr 19 min,"['Comedy', 'Drama', 'Romance']",35 days/5 weeks,"1,500 theaters","Sean Baker

","
$11,347,018
","
$9,808,390
","
$21,155,408
"
The Boy and the Heron,/release/rl4222321409/?ref_=bo_yld_table_83,GKIDS,"$13,011,722",-,,PG-13,2 hr 4 min,"['Adventure', 'Animation', 'Drama', 'Fantasy']",350 days/50 weeks,"2,325 theaters","Hayao Miyazaki

","
$46,832,867
","
$126,184,463
","
$173,017,330
"
The Chosen: S4 Episodes 4-6,/release/rl2259845889/?ref_=bo_yld_table_84,Fathom Events,"$3,622,287",-,"Feb 15, 2024",,1 hr 5 min,,281 days/40 weeks,"2,272 theaters",-,"
$9,482,744
","
–
","
$9,482,744
"
Never Let Go,/release/rl3160506369/?ref_=bo_yld_table_85,Lionsgate,"$4,449,065",-,"Sep 20, 2024",R,1 hr 41 min,"['Horror', 'Thriller']",63 days/9 weeks,"2,667 theaters","Alexandre Aja

","
$10,306,106
","
$6,112,596
","
$16,418,702
"
Late Night with the Devil,/release/rl2353299457/?ref_=bo_yld_table_86,IFC Films,"$2,834,867",-,"Mar 22, 2024",R,1 hr 33 min,['Horror'],245 days/35 weeks,"1,442 theaters","Cameron Cairnes

","
$10,001,000
","
$5,452,763
","
$15,453,763
"
Lisa Frankenstein,/release/rl1722974977/?ref_=bo_yld_table_87,Focus Features,"$3,695,785",-,"Feb 9, 2024",PG-13,1 hr 41 min,"['Comedy', 'Horror', 'Romance']",287 days/41 weeks,"3,144 theaters","Zelda Williams

","
$9,774,285
","
$153,429
","
$9,927,714
"
Piece by Piece,/release/rl508461057/?ref_=bo_yld_table_88,Focus Features,"$3,851,355",-,"Oct 11, 2024",PG,1 hr 33 min,"['Animation', 'Biography', 'Comedy', 'Family', 'Musical']",42 days/6 weeks,"1,873 theaters","Morgan Neville

","
$9,756,635
","
$535,237
","
$10,291,872
"
Saturday Night,/release/rl1736278017/?ref_=bo_yld_table_89,Sony Pictures Releasing,"$270,487",-,,R,1 hr 49 min,"['Biography', 'Comedy', 'Drama', 'History']",56 days/8 weeks,"2,336 theaters","Jason Reitman

","
$9,505,527
","
$225,066
","
$9,730,593
"
The Crow,/release/rl3110174721/?ref_=bo_yld_table_90,Lionsgate,"$4,644,666",-,"Aug 23, 2024",R,1 hr 51 min,"['Action', 'Crime', 'Fantasy', 'Horror', 'Romance', 'Thriller']",91 days/13 weeks,"2,752 theaters","Rupert Sanders

","
$9,275,659
","
$14,723,447
","
$23,999,106
"
